"","words","index"
"247","intim","Intimă, a vasului sanguin. 206f, 207, 207f a arterelor elastice mari, 208 a arterelor medii (musculare), 207f, 211, 211f, 218f a venelor, 215, 218f a venulelor, 215
Tunică intimă, 206f, 207, 207f a arterelor elastice mari, 208 a arterelor medii (musculare), 207f, 211, 211f, 218f avenelor, 215, 218f a venulelor, 215"
"248","intracelular","biliare, 325f, 328-329, 331f, 332f, 333f, 336 intracelulare, gastrice, 293, 294f, 295f, 296f lacrimale, 468 osoase, 134, 134f
Mesageri intracelulari vezi Mesageri secundari
receptori intracelulari care mediază, 27, 28f, 29, 29f"
"249","intralobular","Canalicule intralobulare, pancreatice. 322"
"250","juxtamedular","corticali, 375f, 377 juxtamedulari, 374f, 376-377"
"251","cheratinocit","Cheratinocite, 360 melanină în, 360, 365, 365f straturi epidermice care conţin, 360-363"
"252","cheratină","Cheratine (citocheratine)/filamente de cheratină, 45-47, 45t, 48f identificarea imunocitochimică a, 16t in stratul bazai, 361"
"253","lacrimal","Aparat lacrimal, 468, 469f, 470f
biliare, 325f, 328-329, 331f, 332f, 333f, 336 intracelulare, gastrice, 293, 294f, 295f, 296f lacrimale, 468 osoase, 134, 134f
Glandă lacrimală, 468, 469f, 470f
secreţia gastrică de, 292 secreţia lacrimală de, 468 secreţia salivară de, 320
Puncte lacrimale, 468
Sac lacrimal, 468"
"254","lamelar","Corpi lamelari, în alveolocitele de tip II, 354, 355f, 356f
Granule lamelare, 361
primar (imatur, reticular), 137-138, 141, 141f resorbţia, 136, 137f boli asociate cu, 136b influenţa parathormonului asupra, 416 rolul metabolic al, 145-148 secundar (matur, lamelar). 137-140, 138f. 139f, 140f, 141f structura internă a, 145 tipuri de, 137-140 tumori ale, 148b vindecarea fracturilor şi, 145b, 147f
vezi şi Ţesut osos Ţesut osos lamelar (matur/secundar), 137140. 138f, 139f, 140f, 141f. vezi şi Ţesut osos"
"255","lamelar","Corpi lamelari, în alveolocitele de tip II, 354, 355f, 356f
Granule lamelare, 361
primar (imatur, reticular), 137-138, 141, 141f resorbţia, 136, 137f boli asociate cu, 136b influenţa parathormonului asupra, 416 rolul metabolic al, 145-148 secundar (matur, lamelar). 137-140, 138f. 139f, 140f, 141f structura internă a, 145 tipuri de, 137-140 tumori ale, 148b vindecarea fracturilor şi, 145b, 147f
vezi şi Ţesut osos Ţesut osos lamelar (matur/secundar), 137140. 138f, 139f, 140f, 141f. vezi şi Ţesut osos"
"256","lamelar","Corpi lamelari, în alveolocitele de tip II, 354, 355f, 356f
Granule lamelare, 361
primar (imatur, reticular), 137-138, 141, 141f resorbţia, 136, 137f boli asociate cu, 136b influenţa parathormonului asupra, 416 rolul metabolic al, 145-148 secundar (matur, lamelar). 137-140, 138f. 139f, 140f, 141f structura internă a, 145 tipuri de, 137-140 tumori ale, 148b vindecarea fracturilor şi, 145b, 147f
vezi şi Ţesut osos Ţesut osos lamelar (matur/secundar), 137140. 138f, 139f, 140f, 141f. vezi şi Ţesut osos"
"257","lamină","Fosfatidiletanolamină (cefalină), membranară, 23"
"258","pat unghial","Pat unghial, 370."
"259","leucocit","specifice colorarea, 224 eliberarea, din măduva osoasă, 240, 241, 242f eritrocite, 92f, 223, 223f, 224-226, 224t, 225f formarea. vezi Hematopoieza leucocite, 102, 102f, 223, 223f, 224t.
Deviere la stânga a formulei leucocitare, 247
Globule albe vezi Leucocite
originea/diferenţierea/maturarea (granulocitopoiezâ), 238, 239f, 243f, 245-247, 245f, 246f, 247f, 248f infecţiile bacteriene şi (deviere la stânga a formulei leucocitare), 247b metaplazia mieloidă şi, 277b
infecţiile bacteriene şi (deviere la stânga a formulei leucocitare), 247b metaplazia mieloidă şi, 277b
Leucocite, 102. 102f. 223, 223f, 224t, 226235. vezi şi tipurile specifice funcţii ale, 93t, 223, 224t, 226 numărul şi procentajul, 228, 228t originea, 92f, 242f polimorfonucleare. vezi Neutrofile tipuri de, 226, 227f
Neutrofile (leucocite polimorfonucleare), 27, 2241, 226. 227f, 228-229, 229f, 230f boli care afectează, 228b, 228-229b compartimente funcţionale ale, 248, 248f disfuncţii ale, 228-229b funcţiile, 93t, 2241, 228 granulele specifice din, 228, 228f, 228t, 229f, 230f imature, 228b
Strat leucocitar, 223"
"260","neted","în fibrele musculare netede, 200
în fibrele musculare netede, 198-199
AMPc (AMP ciclic), şi contracţia musculaturii netede, 199
a musculaturii netede, 198-199 a musculaturii scheletice, 190f, 191192, 194f
Calmodulină, şi contracţia musculaturii netede, 199
ale complexului Golgi, 36 ale reticulului endoplasmic neted, 33f, 34 ale reticulului endoplasmic rugos, 32f, 33, 33f, 34f perinucleare, 51, 52f terminale, în musculatura scheletică, 191
a miocardului, 197-198 a musculaturii netede, 198-199, 204f a musculaturii scheletice, 190f, 191194, 194f calciul şi, 190f, 191-192 ipoteza glisării filamentelor şi, 190f, 192-194, 194f unităţile motorii şi, 195 a plăgii, 93b
din fibrele musculare netede, 200, 204( din plachete, 236
carcinom al, 407b disfuncţie a, 407b fetală (timpurie), 405 hormonii secretaţi de. 400, 404-405, 404f controlul, 405, 405f efectele renale ale, 388, 389b reticulul endoplasmic neted în, 35
identificarea imunocitochimică a, 16t, 18f în musculatura netedă, 200
cardiace. I99f hepatice. 326. 327f. 331f în musculatura netedă, 198, 202f, 203f
aportul sanguin, 325f, 327f, 328 boli ale, 326b, 329-330b, 335-336b, 335t ciroză, 326b, 336b, 336f funcţiile, 317, 323, 329-330b, 332-335, 334f, 335f regenerarea, 335-336b reticulul endoplasmic neted în, 35 stocarea glicogenului în, 49f, 339, 331f, 333, 334f stroma, 324 tumorile, 337b
în muşchiul neted, 198-199
în musculatura netedă, 200, 204f
în muşchiul neted, 198-199
membranare, 22f, 23, 24f reticulul endoplasmic neted şi sinteza/transportul de, 35, 35f
Glucozo-6-fosfatazâ. in reticulul endoplasmic neted. 35
efectele asupra ţesutului osos, 148b identificarea imunocitochimică a, 16t reglarea activităţii osteoclastelor de către, 136 reticulul endoplasmic neted şi metabolismul, 35 sistemul hipotalamo-hipofizar, 393, 394f, 398f tumorile hipofizare care secretă, 399
contracţia musculaturii netede şi, 198
în muşchiul neted vascular, 206
în contracţia musculaturii netede, 199
în musculatura netedă, 198-199
Musculatură netedă uterină contracţia, 199 efectul oxitocinei asupra, 397, 398f
Musculatură netedă viscerală, 200
Muşchi neted, 182, 182f, 198-202, 202f.
Muşchi neted multiunitar, 200
REN vezi Reticul endoplasmic neted
din hepatocite, 33-35, 33f neted, 33f, 34-35, 35f din celulele secretoare de steroizi, 88, 89f rugos, 32f, 33-34, 33f, 34f, 35f sinteza proteinelor membranare în, 25. 26f, 33-34, 34f, 35f sarcoplasmic. vezi Reticul sarcoplasmic
Reticul endoplasmic neted (REN), 33f, 3435, 35f
în celulele musculare netede. 198
identificarea imunocitochimicâ a, 16t, 18f în muşchiul neted, 200
celulele care secretă, 88-89, 89f reticulul endoplasmic neted al, 35
vezi şi tipurile specifice anomalii mitocondriale care afectează, 31b, 32f cardiac, 182, 182f, 197-198, 197f, 198f, 199f, 200f, 201f neted, 182, 182f, 198-202, 203f, 204f regenerarea, 202 scheletic, 182, 182-197, 182f, 183f vascular, 205, 206
ale celulelor endoteliale capilare, 213, 215f, 217f din celulele alveolare de tip I (pavimentoase), 353 din celulele tubilor contorţi proximali, 375-376 din fibrele musculare netede, 198, 203f
identificarea imunocitochimică a, 16t în musculatura netedă vasculară, 200"
"261","netedă","identificarea imunocitochimică a, 16t, 18f în musculatura netedă, 200
cardiace. I99f hepatice. 326. 327f. 331f în musculatura netedă, 198, 202f, 203f
în musculatura netedă, 200, 204f
în musculatura netedă, 198-199
Musculatură netedă uterină contracţia, 199 efectul oxitocinei asupra, 397, 398f
Musculatură netedă viscerală, 200
identificarea imunocitochimică a, 16t în musculatura netedă vasculară, 200"
"262","netede","în fibrele musculare netede, 200
în fibrele musculare netede, 198-199
AMPc (AMP ciclic), şi contracţia musculaturii netede, 199
a musculaturii netede, 198-199 a musculaturii scheletice, 190f, 191192, 194f
Calmodulină, şi contracţia musculaturii netede, 199
a miocardului, 197-198 a musculaturii netede, 198-199, 204f a musculaturii scheletice, 190f, 191194, 194f calciul şi, 190f, 191-192 ipoteza glisării filamentelor şi, 190f, 192-194, 194f unităţile motorii şi, 195 a plăgii, 93b
din fibrele musculare netede, 200, 204( din plachete, 236
contracţia musculaturii netede şi, 198
în contracţia musculaturii netede, 199
în celulele musculare netede. 198
ale celulelor endoteliale capilare, 213, 215f, 217f din celulele alveolare de tip I (pavimentoase), 353 din celulele tubilor contorţi proximali, 375-376 din fibrele musculare netede, 198, 203f"
"263","linguală","gastrică, 288. 294 hormon-sensibilă, 124, 125f linguală, 283 lipoprotein lipaze, 124, 125f pancreaticâ, 322 triglicerid-lipazâ. 124. 125f, 322"
"264","lung","LATS (stimulator tiroidian cu acţiune prelungită), în boala Graves, 415b
Prelungiri primare, ale podocitelor, 373, 377f, 378f
Prelungiri radiare, 44, 46f
Prelungiri secundare, ale podocitelor (pediculi), 373, 377f, 378f
Stimulator tiroidian cu acţiune prelungită"
"265","lung","LATS (stimulator tiroidian cu acţiune prelungită), în boala Graves, 415b
Prelungiri primare, ale podocitelor, 373, 377f, 378f
Prelungiri radiare, 44, 46f
Prelungiri secundare, ale podocitelor (pediculi), 373, 377f, 378f
Stimulator tiroidian cu acţiune prelungită"
"266","luminal","Compartiment adluminal, 426, 426f"
"267","limfatică","Circulaţie limfatică. vezi Sistem vascular limfatic"
"268","limfatic","specifice afectate ganglionii limfatici şi metastazele, 272b mitozele în, 62b mutaţiile p53 şi, 60 nucleolii în, 56b
fenestrate glomerulare, 217f, 373, 376f, 378 viscerale, 213, 215f, 216f, 217f glomerulare, 217f, 373, 376f, 378f, 380f limfatice, 205, 218f, 221, 221f
a cristalinului, 457, 462, 462f a ganglionilor limfatici, 269. 270f. 271f a glandelor salivare, 317 amigdaliană. 264, 265f articulară, 149f, 150. 151f
în ganglionii limfatici, 273f
Circulaţie limfatică. vezi Sistem vascular limfatic
limfatic
Cordoane medulare, a ganglionului limfatic, 271, 272f, 273f
a firului de pâr, 369, 369f a ganglionilor limfatici, 270f, 271, 271f celulară, 45 ovarianâ, 435, 436f, 438f renală, 373, 374f, 375f, 381f, 382f suprarenalianâ, 400. 400-405, 401f, 402t, 403f, 404f timicâ, 266, 267f, 268f, 269f
Duet limfatic drept, 221
Duet perilimfatic, 470f
Duet şi sac endolimfatic, 470f, 471-472
ale glandelor salivare, 317, 318f ale glandelor sudoripare, 370f, 371f, 372, 372f alveolare, 340f, 349, 351f, 352f biliare, (canale Hering). 325f, 329, 332f, 336 glandulare. 80, 80f hepatice, 329, 336 lactifere, 452, 452f, 453 limfatice, 221 pancreatice, 321-322, 321f, 322f papilare, 373, 374f, 375f, 381-384, 383f, 386f semicirculare, 470f, 471, 472f funcţiile vestibulare ale, 472f, 473
Foliculi limfatici, 254, 263, 270f, 271f, 274
în ganglionii limfatici, 270f, 271f
Ganglioni limfatici, 219, 255f, 269-274, 270f. vezi şi tipurile specifice circulaţia limfei la nivelul, 270f, 271-272 distribuţia limfocitelor în, 258t hipertrofia, 272b
al ganglionului limfatic, 269, 270f hepatic, 324 renal, 373. 374f
ganglionii limfatici şi, 272, 272b
ganglionii limfatici şi, 272b neutrofilele şi, 228-229b, 247b. 249b
hipertrofia ganglionilor limfatici şi, 272b mediatorii chimici ai, 102 stocarea/eliberarea mastocitară de, 97-99b, 100f
Metastaze, în ganglionii limfatici, 272b
amigdalele, 255f, 263-266, 267f distribuţia limfocitelor în. 258t ganglioni limfatici, 219. 255f, 269-274, 270f primare/centrale, 257 secundare/periferice, 257 splina, 255f, 274-279. 275f, 276f, 277f, 278f, 279f timusul, 255f, 257, 257f, 266-268, 267f
anticorpii produşi de, 99b, 254. 258, 260, 261 f, 262f funcţiile, 93t, 99b, 258, 260, 261f, 262f. vezi şi Imunitate în ganglionii limfatici stimulaţi, 272b originea, 92f, 99b
Reţea profundă, vase limfatice ale, 358
Reţea superficială, vasele limfatice de la nivelul, 358
Sinusuri intermediare, in ganglionii limfatici, 270f, 271
Sinusuri medulare, ale ganglionului limfatic, 271,272f, 273f
Sinusuri radiale, ale ganglionului limfatic, 271
Sinusuri subcapsulare, ale ganglionului limfatic, 270f, 271, 271f
sanguine; Inimă; Sistem vascular limfatic
citochinele şi, 257, 257t organele limfoide şi, 254, 255f amigdale, 255f, 263-266, 267f ganglioni limfatici, 255f, 269-274, 270f splină, 255f, 274-279, 275f, 276f, 277f, 278f, 279f timus, 255f, 257, 257f, 266-268, 267f, 268f, 269f transplantul de organ şi. 259, 260b
structurile specifice epiteliul, 77, 78f, 340-341, 341f, 342f, 343f condiţionarea aerului şi, 344 efectele fumatului asupra, 81b, 341b, 359b inervaţia, 358 mecanisme de protecţie a, 358-359b segmentul aerifer al, 340. 340f condiţionarea aerului la nivelul, 344 segmentul respirator al, 340, 340f vascularizaţia, 357-358, 358f vasele limfatice ale, 358. 358f
Sistem vascular. vezi Vase sanguine; Sistem vascular limfatic
Sistem vascular limfatic, 205, 219-221, 221f, 271-272
în ganglionii limfatici, 270f, 271-272 pulmonar, 358, 358f
cardiace, 217 limfatice, 221, 221f, 270f, 272 venoase, 215-217, 219f
Vase chilifere (capilare limfatice), 306f, 309311, 310f
Vase limfatice aferente, 270f, 271 eferente, 270f, 272
Vase limfatice pulmonare, 358, 358f
	Zonă corticală externă, a ganglionului limfatic, 270f, 271, 271f
Zonă corticală internă, a ganglionului limfatic, 270f, 271
a firului de păr, 369, 369f a ganglionului limfatic, 270f, 271, 271f, 272f. 273f a glandei suprarenale, 400, 401 f, 406407, 406f a ovarului, 435, 436f renală, 373, 374f, 375f timicâ, 266, 267f, 268f, 269f"
"269","limfatic","specifice afectate ganglionii limfatici şi metastazele, 272b mitozele în, 62b mutaţiile p53 şi, 60 nucleolii în, 56b
fenestrate glomerulare, 217f, 373, 376f, 378 viscerale, 213, 215f, 216f, 217f glomerulare, 217f, 373, 376f, 378f, 380f limfatice, 205, 218f, 221, 221f
a cristalinului, 457, 462, 462f a ganglionilor limfatici, 269. 270f. 271f a glandelor salivare, 317 amigdaliană. 264, 265f articulară, 149f, 150. 151f
în ganglionii limfatici, 273f
Circulaţie limfatică. vezi Sistem vascular limfatic
limfatic
Cordoane medulare, a ganglionului limfatic, 271, 272f, 273f
a firului de pâr, 369, 369f a ganglionilor limfatici, 270f, 271, 271f celulară, 45 ovarianâ, 435, 436f, 438f renală, 373, 374f, 375f, 381f, 382f suprarenalianâ, 400. 400-405, 401f, 402t, 403f, 404f timicâ, 266, 267f, 268f, 269f
Duet limfatic drept, 221
Duet perilimfatic, 470f
Duet şi sac endolimfatic, 470f, 471-472
ale glandelor salivare, 317, 318f ale glandelor sudoripare, 370f, 371f, 372, 372f alveolare, 340f, 349, 351f, 352f biliare, (canale Hering). 325f, 329, 332f, 336 glandulare. 80, 80f hepatice, 329, 336 lactifere, 452, 452f, 453 limfatice, 221 pancreatice, 321-322, 321f, 322f papilare, 373, 374f, 375f, 381-384, 383f, 386f semicirculare, 470f, 471, 472f funcţiile vestibulare ale, 472f, 473
Foliculi limfatici, 254, 263, 270f, 271f, 274
în ganglionii limfatici, 270f, 271f
Ganglioni limfatici, 219, 255f, 269-274, 270f. vezi şi tipurile specifice circulaţia limfei la nivelul, 270f, 271-272 distribuţia limfocitelor în, 258t hipertrofia, 272b
al ganglionului limfatic, 269, 270f hepatic, 324 renal, 373. 374f
ganglionii limfatici şi, 272, 272b
ganglionii limfatici şi, 272b neutrofilele şi, 228-229b, 247b. 249b
hipertrofia ganglionilor limfatici şi, 272b mediatorii chimici ai, 102 stocarea/eliberarea mastocitară de, 97-99b, 100f
Metastaze, în ganglionii limfatici, 272b
amigdalele, 255f, 263-266, 267f distribuţia limfocitelor în. 258t ganglioni limfatici, 219. 255f, 269-274, 270f primare/centrale, 257 secundare/periferice, 257 splina, 255f, 274-279. 275f, 276f, 277f, 278f, 279f timusul, 255f, 257, 257f, 266-268, 267f
anticorpii produşi de, 99b, 254. 258, 260, 261 f, 262f funcţiile, 93t, 99b, 258, 260, 261f, 262f. vezi şi Imunitate în ganglionii limfatici stimulaţi, 272b originea, 92f, 99b
Reţea profundă, vase limfatice ale, 358
Reţea superficială, vasele limfatice de la nivelul, 358
Sinusuri intermediare, in ganglionii limfatici, 270f, 271
Sinusuri medulare, ale ganglionului limfatic, 271,272f, 273f
Sinusuri radiale, ale ganglionului limfatic, 271
Sinusuri subcapsulare, ale ganglionului limfatic, 270f, 271, 271f
sanguine; Inimă; Sistem vascular limfatic
citochinele şi, 257, 257t organele limfoide şi, 254, 255f amigdale, 255f, 263-266, 267f ganglioni limfatici, 255f, 269-274, 270f splină, 255f, 274-279, 275f, 276f, 277f, 278f, 279f timus, 255f, 257, 257f, 266-268, 267f, 268f, 269f transplantul de organ şi. 259, 260b
structurile specifice epiteliul, 77, 78f, 340-341, 341f, 342f, 343f condiţionarea aerului şi, 344 efectele fumatului asupra, 81b, 341b, 359b inervaţia, 358 mecanisme de protecţie a, 358-359b segmentul aerifer al, 340. 340f condiţionarea aerului la nivelul, 344 segmentul respirator al, 340, 340f vascularizaţia, 357-358, 358f vasele limfatice ale, 358. 358f
Sistem vascular. vezi Vase sanguine; Sistem vascular limfatic
Sistem vascular limfatic, 205, 219-221, 221f, 271-272
în ganglionii limfatici, 270f, 271-272 pulmonar, 358, 358f
cardiace, 217 limfatice, 221, 221f, 270f, 272 venoase, 215-217, 219f
Vase chilifere (capilare limfatice), 306f, 309311, 310f
Vase limfatice aferente, 270f, 271 eferente, 270f, 272
Vase limfatice pulmonare, 358, 358f
	Zonă corticală externă, a ganglionului limfatic, 270f, 271, 271f
Zonă corticală internă, a ganglionului limfatic, 270f, 271
a firului de păr, 369, 369f a ganglionului limfatic, 270f, 271, 271f, 272f. 273f a glandei suprarenale, 400, 401 f, 406407, 406f a ovarului, 435, 436f renală, 373, 374f, 375f timicâ, 266, 267f, 268f, 269f"
"270","limfocit","degenerarea corpului galben prin, 440 limfocitele T citotoxice/CD8+ şi, 258
limfocite T, 257, 257f
Celulă formatoare de colonii de limfocite
limfocite T. 257, 257f
CTL (limfocite T citotoxice), 258, 260
circulaţia limfei la nivelul, 270f, 271-272 distribuţia limfocitelor în, 258t hipertrofia, 272b
metastazele în, 272b recirculaţia limfocitelor şi. 274, 274f sateliţi, 260, 272b zona corticalâ a, 270f, 271, 271f zona medulară a. 270f, 271, 271f. 272f, 273f
afectarea limfocitelor T helper în, 258b infecţiile sistemului nervos central/celulelor gliale şi, 163b
LCFC (celulă formatoare de colonii de limfocite). 239f
Limfocite. 226, 227f, 232-233, 233f, 234f, 257-258, 257f. 258t vezi şi Limfocite B;
Limfocite T cu diametru mare, 232, 233f cu diametru mediu, 232 distribuţia, 2281, 258t funcţiile. 93t, 224t, 232. 257-258, 257f.
Limfocite B, 224t, 257, 258, 260, 261f, 262f cu memorie, 258, 260, 261f, 262f distribuţia. 258t funcţiile, 224t. 258, 260, 261f, 262f vezi şi Imunitate originea/diferenţierea/maturarea, 92f, 239f, 249, 257, 257f receptorii, 258
Limfocite T, 224t, 257, 258, 260, 261 f, 262f
boli care afectează, 249b ca sursă de celule stem, 241b distribuţia limfocitelor în, 258t hematopoieza în, 238, 240-241, 241f, 242f limfocitele cu originea în, 249, 257, 257f
boli care afectează, 249b ca sursă de celule stem, 241b distribuţia limfocitelor în, 258t hematopoieza în, 238, 240-241, 241f, 242f limfocitele cu originea în, 249, 257, 257f
involuţia corpului galben prin, 440 rolul limfocitelor T citotoxice/CD8+ în, 258
amigdalele, 255f, 263-266, 267f distribuţia limfocitelor în. 258t ganglioni limfatici, 219. 255f, 269-274, 270f primare/centrale, 257 secundare/periferice, 257 splina, 255f, 274-279. 275f, 276f, 277f, 278f, 279f timusul, 255f, 257, 257f, 266-268, 267f
Precursori ai limfocitelor T, 257, 266-268, 267f
Prolimfocite, 249
Receptori ai limfocitelor T, 258
coagularea bolile endoteliului vascular şi, 206b plachetele şi, 236-237 tulburări ale, în hemofilie, 237b componentele, 223. vezi şi Celule sanguine distribuţia limfocitelor în, 228t, 258t funcţia de transport a, 223, 224f plasma, 223
specifice şi Imunitate afecţiuni ale, 260-261 b celule ale, 257-260 celule prezentatoare de antigen, 95b, 258, 260 limfocite, 257-258, 257f, 258t
boli care afectează, 277b circulaţia sanguină la nivelul, 275f, 277 distribuţia limfocitelor în, 258t extirparea, 279b funcţiile. 274, 277-279 pulpa. vezi Pulpă splenică
TCR (receptori ai limfocitelor T), 258
Timocite, 266, 267. vezi şi Timus, maturarea timică a limfocitelor T.
distribuţia limfocitelor în, 258t funcţia secretoare a, 268 maturarea limfocitelor T în, 249, 257, 257f, 267-268, 267f, 268f, 269f vascularizaţia, 266-267
distribuţia limfocitelor în, 258t funcţia secretoare a, 268 maturarea limfocitelor T în, 249, 257, 257f, 267-268, 267f, 268f, 269f vascularizaţia, 266-267
vezi şi Vene musculare caracteristicile circulaţiei la nivelul, 209f pierderea de lichid din, edemul şi, 212b şi recirculaţia limfocitelor, 274, 274f
limfocitelor, 274, 274f"
"271","lizozom","Enzime lizozomale, 36-38
Lizozomi, 36-39, 38f, 39f, 40f. vezi şi Granule azurofile boli care afectează, 38-39b, 39t, 50t fosfatazele acide şi identificarea, 10, 12f funcţii ale, 36-38, 41f
activate, 95b alveolare, 352f, 354f, 357 funcţii ale, 93t. 95-96b, 97t hepatice (celule Kupffer). 97t, 325f, 326, 329f intestinale, 300, 307f, 308f, 310f lizozomii din, 38, 39f originea şi maturarea, 92f, 93. 95. 249 rolul în apoptozâ, 64, 64b. 65f
boli care afectează, 144b, 148b efectele parathormonului asupra, 148, 416 eliberarea de enzime lizozomale din, 38b, 41f originea, 92f, 136
Sulfatază lizozomală, deficit/anomalii ale, 50t"
"272","lizozomal","Enzime lizozomale, 36-38
boli care afectează, 144b, 148b efectele parathormonului asupra, 148, 416 eliberarea de enzime lizozomale din, 38b, 41f originea, 92f, 136
Sulfatază lizozomală, deficit/anomalii ale, 50t"
"273","lizozomale","Enzime lizozomale, 36-38
boli care afectează, 144b, 148b efectele parathormonului asupra, 148, 416 eliberarea de enzime lizozomale din, 38b, 41f originea, 92f, 136"
"274","lizozomal","Enzime lizozomale, 36-38
boli care afectează, 144b, 148b efectele parathormonului asupra, 148, 416 eliberarea de enzime lizozomale din, 38b, 41f originea, 92f, 136
Sulfatază lizozomală, deficit/anomalii ale, 50t"
"275","macrocit","Macrocite, 225b"
"276","macrofage","celulele Langerhans, 366 macrofagele, 95b microgliile, 162
Coniotage (macrofage alveolare), 352f, 354f, 357
şi macrofage (GM-CSF). 240t 257t
Factor stimulator al coloniilor de macrofage
Macrofage
granulocite şi macrofage). 240t, 257t
Involuţie, macrofagele şi, 96b
Macrofage. 27, 93-96, 95f, 96f, 97t, 249 activate, 95b alveolare, 352f, 354f, 357 funcţii ale, 93t. 95-96b, 97t hepatice (celule Kupffer). 97t, 325f, 326, 329f intestinale, 300, 307f, 308f, 310f lizozomii din, 38, 39f originea şi maturarea, 92f, 93. 95. 249 rolul în apoptozâ, 64, 64b. 65f
macrofage), 240t, 257t
dezvoltarea, surfactantul şi, 357b inervaţia, 358 macrofagele din, 357 tumori ale, 359b
vezi şi Macrofage"
"277","macrofag","celulele Langerhans, 366 macrofagele, 95b microgliile, 162
Coniotage (macrofage alveolare), 352f, 354f, 357
şi macrofage (GM-CSF). 240t 257t
Factor stimulator al coloniilor de macrofage
Macrofage
granulocite şi macrofage). 240t, 257t
Involuţie, macrofagele şi, 96b
Macrofage. 27, 93-96, 95f, 96f, 97t, 249 activate, 95b alveolare, 352f, 354f, 357 funcţii ale, 93t. 95-96b, 97t hepatice (celule Kupffer). 97t, 325f, 326, 329f intestinale, 300, 307f, 308f, 310f lizozomii din, 38, 39f originea şi maturarea, 92f, 93. 95. 249 rolul în apoptozâ, 64, 64b. 65f
macrofage), 240t, 257t
dezvoltarea, surfactantul şi, 357b inervaţia, 358 macrofagele din, 357 tumori ale, 359b
vezi şi Macrofage"
"278","macrofage","celulele Langerhans, 366 macrofagele, 95b microgliile, 162
Coniotage (macrofage alveolare), 352f, 354f, 357
şi macrofage (GM-CSF). 240t 257t
Factor stimulator al coloniilor de macrofage
Macrofage
granulocite şi macrofage). 240t, 257t
Involuţie, macrofagele şi, 96b
Macrofage. 27, 93-96, 95f, 96f, 97t, 249 activate, 95b alveolare, 352f, 354f, 357 funcţii ale, 93t. 95-96b, 97t hepatice (celule Kupffer). 97t, 325f, 326, 329f intestinale, 300, 307f, 308f, 310f lizozomii din, 38, 39f originea şi maturarea, 92f, 93. 95. 249 rolul în apoptozâ, 64, 64b. 65f
macrofage), 240t, 257t
dezvoltarea, surfactantul şi, 357b inervaţia, 358 macrofagele din, 357 tumori ale, 359b
vezi şi Macrofage"
"279","major","Complex major de histocompatibilitate
adaptativă, 260 anticorpii şi, 254-255, 255f. 256f. 256t antigenele şi, 254 celulară, 254, 260, 261f, 262f complementul şi. 255, 256f complexul major de histocompatibilitate
MHC vezi Complex major de histocompatibilitate
Molecule ale complexului major de histocompatibilitate clasa I/II, 258-260
Proteină bazică majoră, 229
ale surfactantului, 354 asociate microtubulilor (MAP), 42 bazică majoră, 229 de ancorare, 34, 34f de transfer, transportul fosfolipidelor din"
"280","mastocite","afecţiuni asociate cu anomalii ale degradării, 114-115b în mastocite, 97
în mastocite, 97, 99f
Mastocite. 97-99, 99f, 103f ale ţesutului conjunctiv, 97 eliberarea de mediatori chimici de către, 97-99b, 100f funcţii ale. 93t. 97 mucoase, 97 originea, 92f, 97
a bazofilelor, 232, 232f a mastocitelor, 97
imediată), 97-99b, 260-261b, IgE şi, 97b. 255 mastocitele şi. 97, 97-99b, 100f
mastocitele în, 97-99b, 100f"
"281","matriceal","Receptori matriceali (integrine), 23, 70, 91, 115, 117f
de transport (complex Golgi), 36, 36f, 37f matriceale, 284 optice, 463 secretorii, 42, 47. vezi şi Granule de secreţie seminale, 418f, 429, 431f sinaptice, 158f, 159, 160f tapetate, 26, 27f, 28f"
"282","mater","Dura mater, 167, 169f
în laptele matern, 453
Lactoză, în laptele matern, 453
Lapte matern, producţia de, 453, 454f
absorbţia, din intestinul subţire, 299, 304f. 305f în laptele matern, 453, 454f depozite citoplasmatice de (picături lipidice), 23, 47, 48f
Piamater, 167, 168, 169f
identificarea imunocitochimică a, 10, 1415, 15f, 16f, 16t, 17f, 18f, 19f aplicaţii medicale ale, 15b, 16t, 18f, 19f integrale, 23, 24, 24f, 25f. 225 izolarea, 14, 15f, 16f în laptele matern, 453, 454f localizarea, in celule şi ţesuturi, 10 membranare, 23-25, 24f. 25f, 26f Vezi"
