"","term_id","oTerms","nTerms","base","oWords","matchWords","c..celulă....nucleu....citoplasmă....citosol....organite...","c..........................................multinucleată....multinucleată...","c..................................................primordială...","c.............................................................","c..............................................................1"
"560",12067,"zymogen granule","granulă de zimogen","granulă","chondrocytus","granulă","granulă","de","zimogen","",""
"561",12068,"centroacinar cell","celulă centroacinară","centroacinar","astrocyte","centroacinară","celulă","centroacinară","","",""
"562",12068,"centroacinar cell","celulă centroacinară","celulă","astrocyte","celulă","celulă","centroacinară","","",""
"563",12069,"intercalated duct","duct intercalat","intercalate","fibrous","intercalat","duct","intercalat","","",""
"564",12069,"intercalated duct","duct intercalat","conductă","astrocyte","duct","duct","intercalat","","",""
"565",12070,"intralobular duct","duct intralobular","intralobulare","protoplasmic","intralobular","duct","intralobular","","",""
"566",12070,"intralobular duct","duct intralobular","conductă","astrocyte","duct","duct","intralobular","","",""
"567",12071,"interlobular duct","duct interlobular","interlobular","axolemma","interlobular","duct","interlobular","","",""
"568",12071,"interlobular duct","duct interlobular","conductă","axolemma","duct","duct","interlobular","","",""
"569",12089,"respiratory system","sistem respirator","respirator","subarachnoideum","respirator","sistem","respirator","","",""
"570",12089,"respiratory system","sistem respirator","sistem","spatium","sistem","sistem","respirator","","",""
"571",12092,"pseudostratified ciliated columnar epithelium","epiteliu pseudostratificat columnar ciliat","pseudostratificat","folliculi","pseudostratificat","epiteliu","pseudostratificat","columnar","ciliat",""
"572",12092,"pseudostratified ciliated columnar epithelium","epiteliu pseudostratificat columnar ciliat","ciliat","epitheliocytus","ciliat","epiteliu","pseudostratificat","columnar","ciliat",""
"573",12092,"pseudostratified ciliated columnar epithelium","epiteliu pseudostratificat columnar ciliat","în formă de coloană","granularis","","epiteliu","pseudostratificat","columnar","ciliat",""
"574",12092,"pseudostratified ciliated columnar epithelium","epiteliu pseudostratificat columnar ciliat","epiteliu","folliculocytus","epiteliu","epiteliu","pseudostratificat","columnar","ciliat",""
"575",12111,"myoepithelial cell","celulă mioepitelială","myoepithelial","cartilago","mioepitelială","celulă","mioepitelială","","",""
"576",12111,"myoepithelial cell","celulă mioepitelială","celulă","elastica","mioepitelială","celulă","mioepitelială","","",""
"577",12149,"trachea","trahee","trahee","corporis","trahee","trahee","","","",""
"578",12152,"neuroepithelial body","corp neuroepitelial","neuroepithelial","intima","neuroepitelial","corp","neuroepitelial","","",""
"579",12152,"neuroepithelial body","corp neuroepitelial","corp","tunica","neuroepitelial","corp","neuroepitelial","","",""
"580",12161,"tracheal cartilages","cartilaje ale traheei","traheală","cavernosi","traheei","cartilaje","ale","traheei","",""
"581",12161,"tracheal cartilages","cartilaje ale traheei","cartilajelor","sinus","cartilaje","cartilaje","ale","traheei","",""
"582",12163,"adventitial layer","adventice","adventitial","marginalis","adventice","adventice","","","",""
"583",12163,"adventitial layer","adventice","strat","sinus","","adventice","","","",""
"584",12165,"bronchus","bronhie","bronhii","subcapsularis","bronhie","bronhie","","","",""
"585",12180,"bronchiole","bronhiolă","bronchiole","sinus","bronhiolă","bronhiolă","","","",""
"586",12213,"collagen fibre","fibră de colagen","colagen","periodontale","colagen","fibră","de","colagen","",""
"587",12213,"collagen fibre","fibră de colagen","fibră","pinealocytus","fibră","fibră","de","colagen","",""
"588",12233,"urinary system","sistem urinar","urinar","leptomeningeum","urinar","sistem","urinar","","",""
"589",12233,"urinary system","sistem urinar","sistem","gemmula","sistem","sistem","urinar","","",""
"590",12296,"slit diaphragm","diafragm al fantei de filtrare","fantă","epithelium","filtrare","diafragm","al","fantei","de","filtrare"
"591",12296,"slit diaphragm","diafragm al fantei de filtrare","diafragmă","pseudostratificatum","diafragm","diafragm","al","fantei","de","filtrare"
"592",12356,"interlobar artery","arteră interlobară","interlobar","telodendron","interlobară","arteră","interlobară","","",""
"593",12356,"interlobar artery","arteră interlobară","arteră","a.","interlobară","arteră","interlobară","","",""
"594",12414,"genital systems","sisteme genitale","genital","polocytus","genitale","sisteme","genitale","","",""
"595",12414,"genital systems","sisteme genitale","sisteme","primus","genitale","sisteme","genitale","","",""
"596",12418,"ovary","ovar","ovar","lymphaticus","ovar","ovar","","","",""
"597",12421,"tunica albuginea","albuginee","tunica","medullaris","","albuginee","","","",""
"598",12421,"tunica albuginea","albuginee","albuginea","epithelium","albuginee","albuginee","","","",""
"599",12422,"ovarian cortex","corticală ovariană","ovarian","lymphoideus","ovariană","corticală","ovariană","","",""
"600",12422,"ovarian cortex","corticală ovariană","cortexul","thymus","corticală","corticală","ovariană","","",""
"601",12423,"ovarian stroma","stromă ovariană","ovarian","textus","ovariană","stromă","ovariană","","",""
"602",12423,"ovarian stroma","stromă ovariană","stroma","lymphoideus","stromă","stromă","ovariană","","",""
"603",12425,"ovarian medulla","medulară ovariană","ovarian","adjunctus","ovariană","medulară","ovariană","","",""
"604",12425,"ovarian medulla","medulară ovariană","măduva spinării","broncho","","medulară","ovariană","","",""
"605",12428,"primordial ovarian follicle","folicul ovarian primordial","primordial","textus","primordial","folicul","ovarian","primordial","",""
"606",12428,"primordial ovarian follicle","folicul ovarian primordial","ovarian","lymphoideus","primordial","folicul","ovarian","primordial","",""
"607",12428,"primordial ovarian follicle","folicul ovarian primordial","folicul","adjunctus","folicul","folicul","ovarian","primordial","",""
"608",12435,"primary ovarian follicle","folicul ovarian primar","primar","pulposus","primar","folicul","ovarian","primar","",""
"609",12435,"primary ovarian follicle","folicul ovarian primar","ovarian","fusus","ovarian","folicul","ovarian","primar","",""
"610",12435,"primary ovarian follicle","folicul ovarian primar","folicul","neuromuscularis","folicul","folicul","ovarian","primar","",""
"611",12436,"zona pellucida","zona pellucida","zona","mucosae","zona","zona","pellucida","","",""
"612",12436,"zona pellucida","zona pellucida","pellucida","trabecula","pellucida","zona","pellucida","","",""
"613",12440,"secondary ovarian follicle","folicul ovarian antral","secundar","glandula","","folicul","ovarian","antral","",""
"614",12440,"secondary ovarian follicle","folicul ovarian antral","ovarian","sebacea","ovarian","folicul","ovarian","antral","",""
"615",12440,"secondary ovarian follicle","folicul ovarian antral","folicul","palatum","folicul","folicul","ovarian","antral","",""
"616",12444,"follicular theca","teacă foliculară","folicular","splenica","foliculară","teacă","foliculară","","",""
"617",12444,"follicular theca","teacă foliculară","theca","pulpa","teacă","teacă","foliculară","","",""
"618",12448,"granulosa cell","celulă foliculară","granuloase","alba","","celulă","foliculară","","",""
"619",12448,"granulosa cell","celulă foliculară","celulă","zona","foliculară","celulă","foliculară","","",""
"620",12450,"follicular antrum","cavitate foliculară","folicular","cellula","foliculară","cavitate","foliculară","","",""
"621",12450,"follicular antrum","cavitate foliculară","antrum","dendritica","","cavitate","foliculară","","",""
"622",12451,"follicular fluid","lichid folicular","folicular","marginalis","folicular","lichid","folicular","","",""
"623",12451,"follicular fluid","lichid folicular","fluid","pulpae","folicular","lichid","folicular","","",""
"624",12458,"mature ovarian follicle","folicul de Graaf","matur","albae","","folicul","de","Graaf","",""
"625",12458,"mature ovarian follicle","folicul de Graaf","ovarian","pulpa","","folicul","de","Graaf","",""
"626",12458,"mature ovarian follicle","folicul de Graaf","folicul","rubra","folicul","folicul","de","Graaf","",""
"627",12458,"preovulatory follicle","folicul de Graaf","preovulatory","arteriola","","folicul","de","Graaf","",""
"628",12458,"preovulatory follicle","folicul de Graaf","folicul","penicillaris","folicul","folicul","de","Graaf","",""
"629",12459,"cumulus oophorus","cumulus oophorus","cumulus","chorda","cumulus","cumulus","oophorus","","",""
"630",12459,"cumulus oophorus","cumulus oophorus","oophorus","splenica","oophorus","cumulus","oophorus","","",""
"631",12460,"corona radiata","corona radiata","coroană","molle","corona","corona","radiata","","",""
"632",12460,"corona radiata","corona radiata","radiata","velum","radiata","corona","radiata","","",""
"633",12461,"secondary oocyte","ovocit secundar","secundar","palatinum","secundar","ovocit","secundar","","",""
"634",12461,"secondary oocyte","ovocit secundar","ovocitului","tela","ovocit","ovocit","secundar","","",""
"635",12462,"follicular stigma","stigmă foliculară","folicular","nodularis","foliculară","stigmă","foliculară","","",""
"636",12462,"follicular stigma","stigmă foliculară","stigmat","sinus","stigmă","stigmă","foliculară","","",""
"637",12465,"corpus luteum","corp galben","corp","tonsilla","corp","corp","galben","","",""
"638",12465,"corpus luteum","corp galben","luteum","bulbus","","corp","galben","","",""
"639",12469,"granulosa lutein cell","celulă granuloasă luteală","granuloase","oculi","granuloasă","celulă","granuloasă","luteală","",""
"640",12469,"granulosa lutein cell","celulă granuloasă luteală","luteina","sclera","luteală","celulă","granuloasă","luteală","",""
"641",12469,"granulosa lutein cell","celulă granuloasă luteală","celulă","cornea","luteală","celulă","granuloasă","luteală","",""
"642",12470,"theca lutein cell","celulă luteală tecală","theca","choroidea","tecală","celulă","luteală","tecală","",""
"643",12470,"theca lutein cell","celulă luteală tecală","luteina","corpus","tecală","celulă","luteală","tecală","",""
"644",12470,"theca lutein cell","celulă luteală tecală","celulă","ciliare","tecală","celulă","luteală","tecală","",""
"645",12470,"paraluteal cell","celulă luteală tecală","paraluteal","processus","luteală","celulă","luteală","tecală","",""
"646",12470,"paraluteal cell","celulă luteală tecală","celulă","ciliaris","tecală","celulă","luteală","tecală","",""
"647",12472,"corpus albicans","corp albicans","corp","ora","corp","corp","albicans","","",""
"648",12472,"corpus albicans","corp albicans","albicans","serrata","albicans","corp","albicans","","",""
"649",12485,"first polar body","prim globul polar","în primul rând","internodularis","","prim","globul","polar","",""
"650",12485,"first polar body","prim globul polar","polar","corpusculum","polar","prim","globul","polar","",""
"651",12485,"first polar body","prim globul polar","corp","ovoideum","","prim","globul","polar","",""
"652",12485,"first polocyte","prim globul polar","în primul rând","corpusculum","","prim","globul","polar","",""
"653",12485,"first polocyte","prim globul polar","polocyte","tactile","","prim","globul","polar","",""
"654",12613,"tunica albuginea","albuginee","tunica","glandulare","","albuginee","","","",""
"655",12613,"tunica albuginea","albuginee","albuginea","cellula","albuginee","albuginee","","","",""
"656",12628,"tight junction","joncțiune strânsă","strâns","matrix","strânsă","joncțiune","strânsă","","",""
"657",12628,"tight junction","joncțiune strânsă","joncțiune","extracellularis","joncțiune","joncțiune","strânsă","","",""
"658",12628,"zonula occludens","joncțiune strânsă","zonula","melanocytus","","joncțiune","strânsă","","",""
"659",12628,"zonula occludens","joncțiune strânsă","occludens","melanocytus","","joncțiune","strânsă","","",""
"660",12721,"smooth muscular tissue","țesut muscular neted","neted","pinosoma","neted","țesut","muscular","neted","",""
"661",12721,"smooth muscular tissue","țesut muscular neted","muscular","villus","muscular","țesut","muscular","neted","",""
"662",12721,"smooth muscular tissue","țesut muscular neted","țesut","arachnoideus","neted","țesut","muscular","neted","",""
"663",12764,"lipofuscin granule","granulă de lipofuscină","lipofuscină","granularis","lipofuscină","granulă","de","lipofuscină","",""
"664",12764,"lipofuscin granule","granulă de lipofuscină","granulă","liquor","granulă","granulă","de","lipofuscină","",""
"665",12808,"stroma","stromă","stroma","neurofibra","stromă","stromă","","","",""
"666",12818,"penis","penis","penis","dendritiformis","penis","penis","","","",""
"667",12827,"corpus cavernosum of penis","corp cavernos al penisului","corp","submucosa","corp","corp","cavernos","al","penisului",""
"668",12827,"corpus cavernosum of penis","corp cavernos al penisului","cavernoși","gingiva","cavernos","corp","cavernos","al","penisului",""
"669",12827,"corpus cavernosum of penis","corp cavernos al penisului","de","sulcus","penisului","corp","cavernos","al","penisului",""
"670",12827,"corpus cavernosum of penis","corp cavernos al penisului","penis","gingivalis","penisului","corp","cavernos","al","penisului",""
"671",12828,"tunica albuginea of corpus cavernosum","albuginee a corpului cavernos","tunica","glandula","","albuginee","a","corpului","cavernos",""
"672",12828,"tunica albuginea of corpus cavernosum","albuginee a corpului cavernos","albuginea","parotidea","albuginee","albuginee","a","corpului","cavernos",""
"673",12828,"tunica albuginea of corpus cavernosum","albuginee a corpului cavernos","de","glandula","cavernos","albuginee","a","corpului","cavernos",""
"674",12828,"tunica albuginea of corpus cavernosum","albuginee a corpului cavernos","corp","sublingualis","corpului","albuginee","a","corpului","cavernos",""
"675",12828,"tunica albuginea of corpus cavernosum","albuginee a corpului cavernos","cavernoși","glandulae","cavernos","albuginee","a","corpului","cavernos",""
"676",12831,"fibroblast","fibroblast","fibroblaste","glandula","fibroblast","fibroblast","","","",""
"677",12835,"corpus spongiosum of penis","corp cavernos al uretrei","corp","serocytus","corp","corp","cavernos","al","uretrei",""
"678",12835,"corpus spongiosum of penis","corp cavernos al uretrei","spongios","endosteum","","corp","cavernos","al","uretrei",""
"679",12835,"corpus spongiosum of penis","corp cavernos al uretrei","de","juncturae","uretrei","corp","cavernos","al","uretrei",""
"680",12835,"corpus spongiosum of penis","corp cavernos al uretrei","penis","nucleus","uretrei","corp","cavernos","al","uretrei",""
"681",12836,"tunica albuginea of corpus spongiosum","albuginee a corpului spongios","tunica","postganglionica","","albuginee","a","corpului","spongios",""
"682",12836,"tunica albuginea of corpus spongiosum","albuginee a corpului spongios","albuginea","neurofibra","albuginee","albuginee","a","corpului","spongios",""
"683",12836,"tunica albuginea of corpus spongiosum","albuginee a corpului spongios","de","preganglionica","albuginee","albuginee","a","corpului","spongios",""
"684",12836,"tunica albuginea of corpus spongiosum","albuginee a corpului spongios","corp","vesicula","corpului","albuginee","a","corpului","spongios",""
"685",12836,"tunica albuginea of corpus spongiosum","albuginee a corpului spongios","spongios","secretoria","spongios","albuginee","a","corpului","spongios",""
"686",12914,"infundibulum","infundibul","infundibulum","occludens","infundibul","infundibul","","","",""
"687",12916,"median eminence","eminență mediană","mediană","eosinophilus","mediană","eminență","mediană","","",""
"688",12916,"median eminence","eminență mediană","eminență","epineurium","mediană","eminență","mediană","","",""
"689",12922,"ependymal cell","celulă ependimară","ependimar","ependymocytus","ependimară","celulă","ependimară","","",""
"690",12922,"ependymal cell","celulă ependimară","celulă","epitheliocytus","celulă","celulă","ependimară","","",""
"691",12924,"nonmyelinated nerve fibre","fibră nervoasă amielinică","nonmyelinated","fibroblastus","","fibră","nervoasă","amielinică","",""
"692",12924,"nonmyelinated nerve fibre","fibră nervoasă amielinică","nerv","hepar","nervoasă","fibră","nervoasă","amielinică","",""
"693",12924,"nonmyelinated nerve fibre","fibră nervoasă amielinică","fibră","microfilamentum","amielinică","fibră","nervoasă","amielinică","",""
"694",12944,"pineal gland","glandă pineală","pineala","vesicularis","pineală","glandă","pineală","","",""
"695",12944,"pineal gland","glandă pineală","glandă","synapsis","glandă","glandă","pineală","","",""
"696",12944,"pineal body","glandă pineală","pineala","electrica","pineală","glandă","pineală","","",""
"697",12944,"pineal body","glandă pineală","corp","junctio","","glandă","pineală","","",""
"698",12945,"pinealocyte","pinealocit","pinealocyte","neuron","pinealocit","pinealocit","","","",""
"699",12946,"astrocyte","astrocit","astrocyte","astrocytus","astrocit","astrocit","","","",""
"700",12948,"nonmyelinated nerve fibre","fibră nervoasă amielinică","nonmyelinated","filamentum","","fibră","nervoasă","amielinică","",""
"701",12948,"nonmyelinated nerve fibre","fibră nervoasă amielinică","nerv","actini","nervoasă","fibră","nervoasă","amielinică","",""
"702",12948,"nonmyelinated nerve fibre","fibră nervoasă amielinică","fibră","fusus","amielinică","fibră","nervoasă","amielinică","",""
"703",12965,"parathyroid gland","glandă paratiroidă","paratiroidian","columnare","paratiroidă","glandă","paratiroidă","","",""
"704",12965,"parathyroid gland","glandă paratiroidă","glandă","epithelium","glandă","glandă","paratiroidă","","",""
"705",12967,"pale principal cell","celulă principală","pal","corbiforme","principală","celulă","principală","","",""
"706",12967,"pale principal cell","celulă principală","principal","neuron","principală","celulă","principală","","",""
"707",12967,"pale principal cell","celulă principală","celulă","corbiferum","principală","celulă","principală","","",""
"708",12969,"parathyroid oxyphil cell","celulă oxifilă","paratiroidian","myocytus","","celulă","oxifilă","","",""
"709",12969,"parathyroid oxyphil cell","celulă oxifilă","oxyphil","neuroglia","oxifilă","celulă","oxifilă","","",""
"710",12969,"parathyroid oxyphil cell","celulă oxifilă","celulă","encephalon","celulă","celulă","oxifilă","","",""
"711",12974,"cortex","corticosuprarenală","cortexul","granulum","corticosuprarenală","corticosuprarenală","","","",""
"712",12981,"spongy cortical adrenalocyte","spongiocit","spongios","striatus","spongiocit","spongiocit","","","",""
"713",12981,"spongy cortical adrenalocyte","spongiocit","cortical","epithelium","","spongiocit","","","",""
"714",12981,"spongy cortical adrenalocyte","spongiocit","adrenalocyte","stratificatum","","spongiocit","","","",""
"715",12983,"medulla","medulosuprarenală","măduva spinării","cortex","","medulosuprarenală","","","",""
"716",12990,"pancreatic islet","insulă pancreatică","pancreatic","squamosum","pancreatică","insulă","pancreatică","","",""
"717",12990,"pancreatic islet","insulă pancreatică","insuliță","cornificatum","insulă","insulă","pancreatică","","",""
"718",12999,"carotid glomus","corp carotidian","carotida","epithelium","carotidian","corp","carotidian","","",""
"719",12999,"carotid glomus","corp carotidian","glomus","stratificatum","","corp","carotidian","","",""
"720",13050,"sinu-atrial node","nodul sinoatrial","sinu-atrial","cuboideum","sinoatrial","nodul","sinoatrial","","",""
"721",13050,"sinu-atrial node","nodul sinoatrial","nod","epithelium","sinoatrial","nodul","sinoatrial","","",""
"722",13052,"atrioventricular node","nodul atrioventricular","atrioventricular","stratificatum","atrioventricular","nodul","atrioventricular","","",""
"723",13052,"atrioventricular node","nodul atrioventricular","nod","columnare","atrioventricular","nodul","atrioventricular","","",""
"724",13071,"blood and lymph vessels","vase sangvine și limfatice","sânge","interna","sangvine","vase","sangvine","și","limfatice",""
"725",13071,"blood and lymph vessels","vase sangvine și limfatice","și","endothelium","limfatice","vase","sangvine","și","limfatice",""
"726",13071,"blood and lymph vessels","vase sangvine și limfatice","limfă","vasculare","limfatice","vase","sangvine","și","limfatice",""
"727",13071,"blood and lymph vessels","vase sangvine și limfatice","vase","stratum","sangvine","vase","sangvine","și","limfatice",""
"728",13081,"artery","arteră","arteră","follicularis","arteră","arteră","","","",""
"729",13082,"intima","intimă","intima","folliculus","intimă","intimă","","","",""
"730",13083,"vascular endothelium","endoteliu vascular","vasculare","ovaricus","vascular","endoteliu","vascular","","",""
"731",13083,"vascular endothelium","endoteliu vascular","endoteliul","maturus","endoteliu","endoteliu","vascular","","",""
"732",13104,"capillary vessel","capilar","capilar","glandula","capilar","capilar","","","",""
"733",13104,"capillary vessel","capilar","vas","simplex","capilar","capilar","","","",""
"734",13109,"pericyte","pericit","pericyte","pinocytosis","pericit","pericit","","","",""
"735",13155,"lymphatic capillary","capilar limfatic","limfatic","glandula","limfatic","capilar","limfatic","","",""
"736",13155,"lymphatic capillary","capilar limfatic","capilar","tubulosa","capilar","capilar","limfatic","","",""
"737",13178,"lymphoid tissue","țesut limfoid","limfoid","m.","limfoid","țesut","limfoid","","",""
"738",13178,"lymphoid tissue","țesut limfoid","țesut","ciliaris","țesut","țesut","limfoid","","",""
"739",13180,"nodular dendritic cell","celulă dendritică foliculară","nodular","secretorium","foliculară","celulă","dendritică","foliculară","",""
"740",13180,"nodular dendritic cell","celulă dendritică foliculară","dendritic","vacuola","dendritică","celulă","dendritică","foliculară","",""
"741",13180,"nodular dendritic cell","celulă dendritică foliculară","celulă","secretoria","foliculară","celulă","dendritică","foliculară","",""
"742",13183,"thymus","timus","timus","epithelium","timus","timus","","","",""
"743",13209,"helper t cell","limfocit T helper","ajutor","axon","","limfocit","T","helper","",""
"744",13209,"helper t cell","limfocit T helper","t","blood","","limfocit","T","helper","",""
"745",13209,"helper t cell","limfocit T helper","celulă","brain","","limfocit","T","helper","",""
"746",13209,"th cell","limfocit T helper","-lea","barrier","","limfocit","T","helper","",""
"747",13209,"th cell","limfocit T helper","celulă","oral","","limfocit","T","helper","",""
"748",13243,"bronchus associated lymphoid tissue [balt]","țesut limfoid asociat bronşiilor","bronhii","pigmentosum","bronşiilor","țesut","limfoid","asociat","bronşiilor",""
"749",13243,"bronchus associated lymphoid tissue [balt]","țesut limfoid asociat bronşiilor","asociată","iris","asociat","țesut","limfoid","asociat","bronşiilor",""
"750",13243,"bronchus associated lymphoid tissue [balt]","țesut limfoid asociat bronşiilor","limfoid","m.","limfoid","țesut","limfoid","asociat","bronşiilor",""
"751",13243,"bronchus associated lymphoid tissue [balt]","țesut limfoid asociat bronşiilor","țesut","sphincter","țesut","țesut","limfoid","asociat","bronşiilor",""
"752",13243,"bronchus associated lymphoid tissue [balt]","țesut limfoid asociat bronşiilor","balt","pupillae","asociat","țesut","limfoid","asociat","bronşiilor",""
"753",13245,"mucosa associated lymphoid tissue [malt]","țesut limfoid asociat mucoaselor","mucoasa","pigmentocytus","mucoaselor","țesut","limfoid","asociat","mucoaselor",""
"754",13245,"mucosa associated lymphoid tissue [malt]","țesut limfoid asociat mucoaselor","asociată","m.","asociat","țesut","limfoid","asociat","mucoaselor",""
"755",13245,"mucosa associated lymphoid tissue [malt]","țesut limfoid asociat mucoaselor","limfoid","dilatator","limfoid","țesut","limfoid","asociat","mucoaselor",""
"756",13245,"mucosa associated lymphoid tissue [malt]","țesut limfoid asociat mucoaselor","țesut","pupillae","țesut","țesut","limfoid","asociat","mucoaselor",""
"757",13245,"mucosa associated lymphoid tissue [malt]","țesut limfoid asociat mucoaselor","malț","retina","","țesut","limfoid","asociat","mucoaselor",""
"758",13251,"lymph node","ganglion limfatic","limfă","glandula","limfatic","ganglion","limfatic","","",""
"759",13251,"lymph node","ganglion limfatic","nod","acinosa","ganglion","ganglion","limfatic","","",""
"760",13257,"cortex","corticală","cortexul","lymphocytus","corticală","corticală","","","",""
"761",13263,"subcapsular sinus","sinus subcapsular","subcapsular","salivariae","subcapsular","sinus","subcapsular","","",""
"762",13263,"subcapsular sinus","sinus subcapsular","sinusurilor","minores","sinus","sinus","subcapsular","","",""
"763",13263,"marginal sinus","sinus subcapsular","marginal","mucocytus","","sinus","subcapsular","","",""
"764",13263,"marginal sinus","sinus subcapsular","sinusurilor","corona","sinus","sinus","subcapsular","","",""
"765",13264,"internodular sinus","sinus intermediar","internodular","gutta","intermediar","sinus","intermediar","","",""
"766",13264,"internodular sinus","sinus intermediar","sinusurilor","adipis","sinus","sinus","intermediar","","",""
"767",13271,"medullary sinus","sinus medular","medular","dentis","medular","sinus","medular","","",""
"768",13271,"medullary sinus","sinus medular","sinusurilor","cervix","sinus","sinus","medular","","",""
"769",13283,"splenic trabecula","trabecul splenic","splenic","stratum","splenic","trabecul","splenic","","",""
"770",13283,"splenic trabecula","trabecul splenic","trabecula","plexiforme","trabecul","trabecul","splenic","","",""
"771",13286,"white pulp","pulpă albă","alb","externum","albă","pulpă","albă","","",""
"772",13286,"white pulp","pulpă albă","pulpă","stratum","albă","pulpă","albă","","",""
"773",13287,"marginal zone of white pulp","zonă marginală a pulpei albe","marginal","plexiforme","marginală","zonă","marginală","a","pulpei","albe"
"774",13287,"marginal zone of white pulp","zonă marginală a pulpei albe","zonă","internum","zonă","zonă","marginală","a","pulpei","albe"
"775",13287,"marginal zone of white pulp","zonă marginală a pulpei albe","de","macula","albe","zonă","marginală","a","pulpei","albe"
"776",13287,"marginal zone of white pulp","zonă marginală a pulpei albe","alb","lutea","albe","zonă","marginală","a","pulpei","albe"
"777",13287,"marginal zone of white pulp","zonă marginală a pulpei albe","pulpă","neuron","pulpei","zonă","marginală","a","pulpei","albe"
"778",13290,"splenic lymphoid nodule","folicul limfoid splenic","splenic","neurofibra","splenic","folicul","limfoid","splenic","",""
"779",13290,"splenic lymphoid nodule","folicul limfoid splenic","limfoid","ganglion","limfoid","folicul","limfoid","splenic","",""
"780",13290,"splenic lymphoid nodule","folicul limfoid splenic","nodul","sensorium","folicul","folicul","limfoid","splenic","",""
"781",13292,"red pulp","pulpă roșie","roșu","bacilliferum","roșie","pulpă","roșie","","",""
"782",13292,"red pulp","pulpă roșie","pulpă","neuron","pulpă","pulpă","roșie","","",""
"783",13295,"penicillar arteriole","arteriolă penicilată","penicillar","coniferum","penicilată","arteriolă","penicilată","","",""
"784",13295,"penicillar arteriole","arteriolă penicilată","arteriole","neuron","arteriolă","arteriolă","penicilată","","",""
"785",13302,"splenic cord","cordon Billroth","splenic","amacrinum","","cordon","Billroth","","",""
"786",13302,"splenic cord","cordon Billroth","cordon","lens","cordon","cordon","Billroth","","",""
"787",13302,"red pulp cord","cordon Billroth","roșu","humor","Billroth","cordon","Billroth","","",""
"788",13302,"red pulp cord","cordon Billroth","pulpă","aquosus","","cordon","Billroth","","",""
"789",13302,"red pulp cord","cordon Billroth","cordon","camera","cordon","cordon","Billroth","","",""
"790",13305,"tonsil","amigdală","amigdală","anterior","amigdală","amigdală","","","",""
"791",13306,"nervous system","sistem nervos","nervos","systema","nervos","sistem","nervos","","",""
"792",13306,"nervous system","sistem nervos","sistem","respiratorium","sistem","sistem","nervos","","",""
"793",13307,"central nervous system","sistem nervos central","central","systema","central","sistem","nervos","central","",""
"794",13307,"central nervous system","sistem nervos central","nervos","urinarium","nervos","sistem","nervos","central","",""
"795",13307,"central nervous system","sistem nervos central","sistem","spatium","sistem","sistem","nervos","central","",""
"796",13308,"grey matter","substanță cenușie","gri","neurales","cenușie","substanță","cenușie","","",""
"797",13308,"grey matter","substanță cenușie","chestiune","textus","","substanță","cenușie","","",""
"798",13308,"grey substance","substanță cenușie","gri","adiposus","cenușie","substanță","cenușie","","",""
"799",13308,"grey substance","substanță cenușie","substanță","textus","substanță","substanță","cenușie","","",""
"800",13309,"white matter","substanță albă","alb","myelini","albă","substanță","albă","","",""
"801",13309,"white matter","substanță albă","chestiune","terminatio","","substanță","albă","","",""
"802",13309,"white substance","substanță albă","alb","neuralis","albă","substanță","albă","","",""
"803",13309,"white substance","substanță albă","substanță","terminationes","substanță","substanță","albă","","",""
"804",13312,"blood brain barrier","barieră hematoencefalică","sânge","axon","hematoencefalică","barieră","hematoencefalică","","",""
"805",13312,"blood brain barrier","barieră hematoencefalică","creier","claustrum","barieră","barieră","hematoencefalică","","",""
"806",13312,"blood brain barrier","barieră hematoencefalică","barieră","hematoencephalicum","hematoencefalică","barieră","hematoencefalică","","",""
"807",13313,"blood cerebrospinal fluid barrier","barieră sânge-lichid cerebrospinal","sânge","digestorius","sânge-lichid","barieră","sânge-lichid","cerebrospinal","",""
"808",13313,"blood cerebrospinal fluid barrier","barieră sânge-lichid cerebrospinal","cerebrospinal","canalis","cerebrospinal","barieră","sânge-lichid","cerebrospinal","",""
"809",13313,"blood cerebrospinal fluid barrier","barieră sânge-lichid cerebrospinal","fluid","oesophagogastrointestinalis","sânge-lichid","barieră","sânge-lichid","cerebrospinal","",""
"810",13313,"blood cerebrospinal fluid barrier","barieră sânge-lichid cerebrospinal","barieră","medulla","barieră","barieră","sânge-lichid","cerebrospinal","",""
"811",13325,"meninges","meninge","meninge","mucosae","meninge","meninge","","","",""
"812",13326,"pachymeninx","dura mater","pachymeninx","endothelium","","dura","mater","","",""
"813",13326,"dura mater","dura mater","dura","granulocytus","dura","dura","mater","","",""
"814",13326,"dura mater","dura mater","mamă","acidophilus","mater","dura","mater","","",""
"815",13335,"arachnoid mater","arahnoidă","arachnoid","periphericum","arahnoidă","arahnoidă","","","",""
"816",13335,"arachnoid mater","arahnoidă","mamă","adipocytus","","arahnoidă","","","",""
"817",13337,"subarachnoid space","spațiu subarahnoidian","subarahnoidiană","dendritica","subarahnoidian","spațiu","subarahnoidian","","",""
"818",13337,"subarachnoid space","spațiu subarahnoidian","spațiu","nodus","spațiu","spațiu","subarahnoidian","","",""
"819",13337,"leptomeningeal space","spațiu subarahnoidian","leptomeningeala","interruptionis","","spațiu","subarahnoidian","","",""
"820",13337,"leptomeningeal space","spațiu subarahnoidian","spațiu","myelini","spațiu","spațiu","subarahnoidian","","",""
"821",13342,"arachnoid villus","vil arahnoidian","arachnoid","filamentum","arahnoidian","vil","arahnoidian","","",""
"822",13342,"arachnoid villus","vil arahnoidian","villus","actini","vil","vil","arahnoidian","","",""
