"","words","index"
"105","epiteliu","Epiteliu cubic, 66 stratificat, 73t unistratificat, 73t, 74f, 75. 76
Epiteliu cilindric. 66 ciliat din sistemul respirator, 77, 78f, 340, 341f, 342f, 343f efectele fumatului asupra. 341b pseudostratificat, 74f. 77, 78f stratificat, 73t, 77 unistratificat, 73t, 74f, 75, 76
Epiteliu de acoperire, 73t, 74f, 75-77 formarea glandelor din, 79, 79f
Epiteliu de tranziţie, 73t, 74f. 77. 77f al vezicii urinare şi căilor urinare, 77, 77f, 389-390, 389f, 390f
Epiteliu germinativ ovarian, 435, 436f, 438f seminifer, 419, 420f, 421f, 422f activitatea ciclică a, 426
Epiteliu glandular, 75. 77-80, 79f, 80f, 81 f
Epiteliu joncţional, gingival, 287
Epiteliu olfactiv, 341-344, 344f
Epiteliu pavimentos, 66 stratificat, 73t. 74f. 75-77, 77f cheratinizat, 73t, 75 la nivelul sistemului respirator, 341b necheratinizat, 73t, 75-77, 77f unistratificat, 73t, 74f, 75, 75f
Epiteliu pigmentar retinian, 457f, 458f, 463.
Epiteliu pseudostratificat. 73t, 74f. 77, 78f cilindric ciliat. 74f, 77, 78f
Epiteliu seminifer, 419, 420f, 421f, 422f activitatea ciclică a, 426
Epiteliu stratificat, 73t, 74f, 75, 75-77 cilindric, 73t, 77 cubic, 73t de tranziţie, 73t, 74f, 77, 77f pavimentos, 73t, 74f, 75-77, 77f cheratinizat, 73t, 75 la nivelul sistemului respirator, 341b necheratinizat, 73t, 75-77, 77f
Epiteliu subcapsular, al cristalinului. 462, 462f
Epiteliu unistratificat, 73t, 74f, 75, 75f cilindric, 73t, 74f, 75, 76f cubic, 73t, 74f, 75, 76f pavimentos, 731, 74f, 75, 75f"
"106","eritrocitare","Celulă formatoare de colonii eritrocitare
ECFC (celulă formatoare de colonii eritrocitare), 239f"
"107","unitate","fenestrate, 112. vezi şi Lamina elastică plasmatice. vezi Plasmalemă structura, 22f, 23-25, 23f, 24f, 25f, 26f unitate, 23, 23f
Unitate epidermo-melaninică, 365
Unitate membranară, 23. 23f
Unitate motorie, 195"
"108","factor","Carenţă de vitamină B12. deficitul de factor intrinsec şi. 294b
ECF-A. vezi Factor chemotactic pentru eozinofile al anafilaxiei
Factor IX, deficit/anomalii ale. în hemofilia
Factor chemotactic pentru eozmofile al anafilaxiei (ECF-A). stocarea/secreţia mastocitară de, 97, 97-99b. 100f
Factor de promovare a maturării (MPF). 60
Factor Inţnnsec. 294b
Factor natriuretic atnal/granule natnuretice atriale, 198. 201f. 217 receptorii mezangiali pentru, 375
Factor stimulator al coloniilor de granulocite
Factor stimulator al coloniilor de granulocite
Factor stimulator al coloniilor de macrofage
Factor stimulator al osteoclastelor 136, 148, 416
Factor timic umoral, 268
Factor VIII. deficit/anomalii ale, în hemofilia
Factor ? de necroză tumoralâ. 257t
Factor G. de transformare a creştem. 257t
G-CSF (factor stimulator al coloniilor de granulocite), 240t
GM-CSF (factor de stimulare a coloniilor de granulocite şi macrofage). 240t, 257t
M-CSF (factor stimulator al coloniilor de macrofage), 240t, 257t
MPF (factor de promovare a maturării), 60
TGF-U (factor li de transformare a creşterii), 257t
TNF? (factor ? de necroză tumorală), 257t"
"109","fasciculată","Spongiocite, 402. vezi şi Zonă fasciculată
Zonă fasciculată, 400, 401f, 402, 402f, 403f hormonii secretaţi de, 404, 404f"
"110","fetală","carcinom al, 407b disfuncţie a, 407b fetală (timpurie), 405 hormonii secretaţi de. 400, 404-405, 404f controlul, 405, 405f efectele renale ale, 388, 389b reticulul endoplasmic neted în, 35
Zonă corticală provizorie (fetală), 405"
"111","fibroasă","anomalii ale, 56b culturile celulare şi tisulare folosite pentru studiul, 9b asocierea cu lamina fibroasă a, 51, 53f duplicarea, în mitoză, 57-58, 58f efectuarea cariotipului, 55, 56b, 56f sexuali, 55 cromatinâ sexuală în identificarea, 55b
structunle specifice corpul vitros. 456. 4571, 458f. 462 cristalin. 456, 457f. 458f, 462. 462b, 462f retina. 458f. 462-467, 463f, 464f, 465f, 466f, 467f, 468f structuri anexe ale. 467-468. 469f, 470f tunica externă (fibroasă) a, 456-457, 457f. 458f. 459f tunica mi|locie (vasculară, uveea) a, 457-461, 457f, 458f, 459f. 460f, 461f
Lamina nucleară (lamina fibroasă), 51, 52f, 53f
Osteită fibroasă chisticâ, 135b, 416b
Pars fibrosa (regiune fibroasă), 56, 57f
Tunică fibroasă, 456-457, 457f, 458f, 459t"
"112","fibros","Inel fibros (inele fibroase) al discului intervertebral, 132-133, 150f ruperea, 133b al scheletului fibros cardiac, 217
al discului intervertebral, 132-133, 150f ruperea, 133b al scheletului fibros cardiac, 217
Schelet fibros al inimii, 217
Strat fibros al capsulei articulare, 150
Trigon fibros, 217
capacitatea de regenerare a, 91-93b celule ale, 91-102, 92f, 93t compartiment pentru neutrofile, 248 dens, 118f, 119, 120f, 121f din scheletul fibros cardiac, 217 fibrocartilajul asociat cu, 132 neregulat, 118f, 119, 119f regulat, 118f, 119, 120f, 121f deplasarea fluidului prin, 116-117, 118f din derm, 360, 361f, 366-367, 366f fibrele, 91, 102-113 lax, 118-119, 118f, 119f lichidul tisular din, 116 substanţa fundamentală a. 91, 112f. UŞII?, 113f"
"113","flagel","Flagel, 42-43, 75 formarea la spermatide, 424f, 425"
"114","fluorescentă","cu fluorescentă, 5, 6f
confocalâ, 5, 5f cu contrast de fază, 3-4, 4f cu fluorescentă, 5, 6f cu interferenţă (Nomarski), 3-4, 4f cu lumina polarizată, 4-5. 4f electronică, 6-7 de baleiaj, 7, 7f de transmisie, 6-7, 6f. 7f optică, 3, 3f, 4f pregătirea ţesuturilor pentru, 1-3, 2f, 6-7
Separarea celulelor în funcţie de fluorescentă, 238"
"115","foliculară","Atrezie foliculară, 435-439, 442f
Dezvoltare foliculară, 436-437. 437f, 438f.
Faza estrogenică (proliferativâ/foliculară) a ciclului menstrual. 447, 447f, 448f, 449f, 449t
acţiunile, 397t. 398f, 436 celule care secretă, 397t dezvoltarea foliculară/ovocitară şi, 436 funcţia ovarianâ şi, 398f, 442f funcţiile testiculare/spermatogeneza şi, 398f, 428 influenţa asupra ciclului menstrual a, 449t
Teacă foliculară, 437, 441f
Teacă foliculară externă, 437. 437f, 441f, 442f
Teacă foliculară internă, 437, 437f, 441f, 442f"
"116","foliculară","Atrezie foliculară, 435-439, 442f
Dezvoltare foliculară, 436-437. 437f, 438f.
Faza estrogenică (proliferativâ/foliculară) a ciclului menstrual. 447, 447f, 448f, 449f, 449t
acţiunile, 397t. 398f, 436 celule care secretă, 397t dezvoltarea foliculară/ovocitară şi, 436 funcţia ovarianâ şi, 398f, 442f funcţiile testiculare/spermatogeneza şi, 398f, 428 influenţa asupra ciclului menstrual a, 449t
Teacă foliculară, 437, 441f
Teacă foliculară externă, 437. 437f, 441f, 442f
Teacă foliculară internă, 437, 437f, 441f, 442f"
"117","formatoare","BCFC (celulă formatoare a unei colonii de bazofile), 239f
Celulă formatoare de colonii de bazofile
Celulă formatoare de colonii de eozinofile
Celulă formatoare de colonii de granulocite
Celulă formatoare de colonii de limfocite
Celulă formatoare de colonii de monocite
Celulă formatoare de colonii de monocite şi granulocite (MGCFC), 239f
Celulă formatoare de colonii eritrocitare
Celulă formatoare de megacariocite, 239f
Celule/unităţi formatoare de colonii
CFC/CFU (celule/unităţi formatoare de colonii), 238
ECFC (celulă formatoare de colonii eritrocitare), 239f
EoCFC (celulă formatoare de colonii de eozinofile), 239f
GCFC (celulă formatoare de colonii de granulocite), 239f
LCFC (celulă formatoare de colonii de limfocite). 239f
MCFC (celulă formatoare de colonii de monocite), 239f
MGCFC (celulă formatoare de colonii de monocite şi granulocite), 239f"
"118","gastrică","Cardia (regiunea cardialâ gastrică). 288, 291 f, 292
gastrică, 288. 294 hormon-sensibilă, 124, 125f linguală, 283 lipoprotein lipaze, 124, 125f pancreaticâ, 322 triglicerid-lipazâ. 124. 125f, 322
secreţia gastrică de, 292 secreţia lacrimală de, 468 secreţia salivară de, 320
a trompelor uterine, 443, 445f. 446f a veziculei biliare, 337, 337f gastrică, 288, 290-292b traheală, 345, 345f vaginalâ, 451, 451f
a intestinului gros, 311, 313f a intestinului subţire, 306f, 309, 310f, 312f gastrică, 290, 291f. 298
a intestinului subţire, 312f gastrică, 298 uterină, 444
a intestinului gros, 311, 313f a intestinului subţire, 309, 310f, 311f gastrică, 288. 298"
"119","germinativ","Centru germinativ, 263 splenic, 275f, 276f
Epiteliu germinativ ovarian, 435, 436f, 438f seminifer, 419, 420f, 421f, 422f activitatea ciclică a, 426
Strat bazai (strat germinativ), 360f, 361 melanină din, 365"
"120","mare","Labie mare, 452
cu diametru mare, 232, 233f cu diametru mediu, 232 distribuţia, 2281, 258t funcţiile. 93t, 224t, 232. 257-258, 257f."
"121","mare","Labie mare, 452
cu diametru mare, 232, 233f cu diametru mediu, 232 distribuţia, 2281, 258t funcţiile. 93t, 224t, 232. 257-258, 257f."
"122","gingival","Epiteliu joncţional, gingival, 287
Periodontopatii, măsurarea adâncimii şanţului gingival în, 287b
Şanţ gingival. 287, 287b"
"123","glandă","Epifiză cerebrală (glandă/corp pineal), 417
Glandă a hibernării, 125 vezi şi Ţesut adipos multilocular
Glandă lacrimală, 468, 469f, 470f
Glandă pituitarâ (hipofizâ), 392-399, 393f, 394f vezi şi Adenohipofiză; Neurohipofizâ dezvoltarea, 392. 393f funcţiile testiculare/spermatogeneza şi, 398f, 428, 429f hormonii eliberaţi în, 399t produşi de. 393. 397t. 398f relaţia cu tiroida şi hipotalamusul. 399f sistemul hipotalamo-hipofizar şi. 392393, 393. 394f. 398f. 399t tumori ale, 399b sindromul Cushing cauzat de, 407b vasculanzaţia. 392. 394f
Glandă prostată. 418f. 429-433, 431f. 432f boli care afectează, 431b
Glandă tiroidă, 411-415, 411f, 412f, 413f.
Glandă/corp pineal (epifizâ). 417"
"124","glande","Bartholin, glande, 452
Celule clare, glande sudoripare, 371-372
aparatul Golgi al, 36f, 83, 85f. 86f, 87f glande salivare, 83, 88f, 317, 318f, 319f, 320f glande sublinguale, 317, 320, 321f glande submandibulare, 317, 318f, 319f, 320, 320f
aparatul Golgi al, 36f, 83, 85f. 86f, 87f glande salivare, 83, 88f, 317, 318f, 319f, 320f glande sublinguale, 317, 320, 321f glande submandibulare, 317, 318f, 319f, 320, 320f
aparatul Golgi al, 36f, 83, 85f. 86f, 87f glande salivare, 83, 88f, 317, 318f, 319f, 320f glande sublinguale, 317, 320, 321f glande submandibulare, 317, 318f, 319f, 320, 320f
amigdaliene, 264, 265f, 266 gastrice, 290, 291f intestinale (glande intestinale), 298, 300f, 306f
Glande vezi şi tipurile specifice
Lieberkuhn (glande intestinale), 298, 300f, 306f
Glande acinare. 80. 80f glandele sebacee. 370 pancreasul. 321
Glande apocnne, 80, 81f glande sudonpare, 372
glande sudonpare, 372
Glande cardiale esofagiene, 287-288 gastnce, 291 f. 292
Glande cardio-esofagiene, 287-288
Glande ceruminoase. 469
Glande cervicale, 451
Glande endocnne, 79-80, 392-417 vezi şi tipunle specifice şi Hormoni formarea. 79-80, 79f
Glande esofagiene. 287, 290f
Glande exocnne. 79, 80. 80f formarea, 79f
Glande gastrice (fundice). 290, 291f, 292.
Glande genitale anexe, la sexul masculin.
Glande holocnne, 80 glandele sebacee. 371, 371f
Glande intestinale ale intestinului gros, 311, 313f ale intestinului subţire. 298. 300f, 306f
Glande mamare, 452^54, 452f. 453f. 454f vezi şi Sâni
Glande merocnne, 80 glande sudonpare, 370f. 371
glande sudonpare, 370f. 371
Glande mixte. 80. 80f
Glande palpebrale (Meibomius), 467, 469f
Glande paratiroide, 415-416. 4l5f, 416b.
Glande parotide. 317, 318-310, 319f
Glande pilonce, 295
Glande salivare. 317-321, 318f, 319f, 329f, 321f vezi şi tipurile specifice boli care afectează. 321b celulele mioepiteliale din. 88. 88f. 317, 318f celulele secretoare de mucus din, 83, 88f, 317, 318f, 319f, 320f funcţiile, 317 mici, 320
Glande sebacee, 370-371, 370f, 371f obstrucţia, în acnee. 371b
Glande simple, 80, 80f
Glande sublinguale, 317, 320, 32lf
Glande submandibulare (submaxilare), 317, 318f. 319f, 320. 320f
Glande sudonpare. 370f, 371-372. 371f.
Glande suprarenale, 400-407. 401f. vezi şi
Glande tubulare ramificate. 80. 80f spiralate. 80. 80f
Glande tubuloacinare. 80, 80f
Glande utenne
Glande vestibulare man (Bartholin). 452 mici. 452
Glande von Ebner, 283
vezi şi structurile specifice citologia exfoliativâ în evaluarea, 452b glande mamare, 452-454, 452f, 453f.
glande genitale anexe, 418f, 429-433, 432f penis, 418f, 433, 433b. 433f testicule, 418-428, 418f
Zeiss. glande. 468	"
"125","glomerulară","asociat fibrilelor, 103, 103r care formează fibrile, 103, 103t, 104f care formează reţele, 103t, 104 de ancorare, 103t, 104, 104f, 105f din cartilaj, 128, 128f, 129, 129f din pericondru, 129-130 din lamina bazalâ/membrana bazală, 67, 67f, 68f din matricea osoasă, 138 din membrana bazală glomerulară, 373374, 379f din tegument, 367 senescenţa şi, 367b din vasele sanguine/adventice, 206, 207 sinteza de, 104-107, 106f boli asociate cu. 107b, 107t tipuri de, 103, 103t
în membrana bazală glomerulară, 373
glomerulară. 373-374, 379f
glomerulară, 373, 379f
din membrana bazală glomerulară, 373
dermicâ, 366 glomerulară, 373-374, 377f, 379f"
"126","glomerulară","asociat fibrilelor, 103, 103r care formează fibrile, 103, 103t, 104f care formează reţele, 103t, 104 de ancorare, 103t, 104, 104f, 105f din cartilaj, 128, 128f, 129, 129f din pericondru, 129-130 din lamina bazalâ/membrana bazală, 67, 67f, 68f din matricea osoasă, 138 din membrana bazală glomerulară, 373374, 379f din tegument, 367 senescenţa şi, 367b din vasele sanguine/adventice, 206, 207 sinteza de, 104-107, 106f boli asociate cu. 107b, 107t tipuri de, 103, 103t
în membrana bazală glomerulară, 373
glomerulară. 373-374, 379f
glomerulară, 373, 379f
din membrana bazală glomerulară, 373
dermicâ, 366 glomerulară, 373-374, 377f, 379f"
"127","glomerulară","asociat fibrilelor, 103, 103r care formează fibrile, 103, 103t, 104f care formează reţele, 103t, 104 de ancorare, 103t, 104, 104f, 105f din cartilaj, 128, 128f, 129, 129f din pericondru, 129-130 din lamina bazalâ/membrana bazală, 67, 67f, 68f din matricea osoasă, 138 din membrana bazală glomerulară, 373374, 379f din tegument, 367 senescenţa şi, 367b din vasele sanguine/adventice, 206, 207 sinteza de, 104-107, 106f boli asociate cu. 107b, 107t tipuri de, 103, 103t
în membrana bazală glomerulară, 373
glomerulară. 373-374, 379f
glomerulară, 373, 379f
din membrana bazală glomerulară, 373
dermicâ, 366 glomerulară, 373-374, 377f, 379f"
"128","glomerulară","asociat fibrilelor, 103, 103r care formează fibrile, 103, 103t, 104f care formează reţele, 103t, 104 de ancorare, 103t, 104, 104f, 105f din cartilaj, 128, 128f, 129, 129f din pericondru, 129-130 din lamina bazalâ/membrana bazală, 67, 67f, 68f din matricea osoasă, 138 din membrana bazală glomerulară, 373374, 379f din tegument, 367 senescenţa şi, 367b din vasele sanguine/adventice, 206, 207 sinteza de, 104-107, 106f boli asociate cu. 107b, 107t tipuri de, 103, 103t
în membrana bazală glomerulară, 373
glomerulară. 373-374, 379f
glomerulară, 373, 379f
din membrana bazală glomerulară, 373
dermicâ, 366 glomerulară, 373-374, 377f, 379f"
"129","glomerular","Filtrat glomerular, 374 absorbţia/excreţia, în tubii contorţi proximali, 376
formarea filtratului glomerular şi, 374"
"130","glomerul","Glomerul, 373. 375f. 381f"
"131","glicocalix","Glicocalix. 23f. 25. 70. 72f"
"132","granulară","Pars granulosa (regiune granulară), 56, 57f"
"133","granule","Factor natriuretic atnal/granule natnuretice atriale, 198. 201f. 217 receptorii mezangiali pentru, 375
Granule acrozomale, 423f. 424
Granule azurofile, 224, 226. 228t ale monocitelor, 233, 235f, 249 ale neutrofilelor, 228, 228t. 229b, 230f ale plachetelor, 236
Granule de cheratohialinâ. 361, 363
Granule de melanină. 47, 364-365, 364f, 365f
Granule de secreţie, 42, 42f, 47, 77. 82-83, 84f, 85f de zimogen, 42, 82, 84f, 85f imature, 82
Granule lamelare, 361
Granule membranare, în miocard, 198, 201f
Granule proacrozomale, 422-424
Granule specifice. 226, 228t ale bazofilelor, 228t, 232, 232f, 233f ale eozinofilelor, 228t, 229, 230f, 231f ale neutrofilelor, 228, 228t. 229f, 230f
Granule ?, plachetare, 236
Granule ?, în plachete, 236
Granule ?, plachetare, 236
Lizozomi, 36-39, 38f, 39f, 40f. vezi şi Granule azurofile boli care afectează, 38-39b, 39t, 50t fosfatazele acide şi identificarea, 10, 12f funcţii ale, 36-38, 41f
capsulară (teritorială), 129, 129f, 130f extracelulară, 66, 66t. 91 a ţesutului cartilaginos, 128, 129, 129f. 130f a vaselor sanguine, boli care afectează, 207b interacţiunea celulelor cu, 115. 117f granule specifice ale eozinofilelor, 229 mitocondrialâ, 29. 30, 32f nucleară, 57 osoasă. 134, 134f, 136-137 sinteza de, 135 unghială, 370
cancerul cutanat şi, 365f, 366b. 372b depozite citoplasmatice de (granule de melanină), 47, 364-365, 364f, 365f
Granule de secreţie; Vezicule secretorii
de transport (complex Golgi), 36, 36f, 37f matriceale, 284 optice, 463 secretorii, 42, 47. vezi şi Granule de secreţie seminale, 418f, 429, 431f sinaptice, 158f, 159, 160f tapetate, 26, 27f, 28f"
"134","granulocite","Celulă formatoare de colonii de granulocite
granulocite (MGCFC), 239f
Factor stimulator al coloniilor de granulocite
Factor stimulator al coloniilor de granulocite
granulocite), 239f
granulocite), 240t
granulocite şi macrofage). 240t, 257t
Granulocite, 226, 227f vezi şi Bazofile;
monocite şi granulocite), 239f"
"135","granulomer","Granulomer, 236"
"136","particulă","Particulă de recunoaştere a semnalului, 34, 34f
SRP (particulă de recunoaştere a semnalului), 34, 34f"
"137","de sarcină","de sarcină, 440 menstrual, 440"
"138","hematopoieză","în hematopoieză, 92f, 238-240, 239f, 239t. 240t. vezi şi tipurile celulare specifice"
"139","hematopoietică","Poietine (factori de creştere hematopoietică/hematopoietine), 239-240, 240t utilizări terapeutice ale/boli care afectează, 240b"
"140","hepatic","conjugarea/secreţia de, la nivel hepatic, 329-330b, 333, 335 boli asociate cu, 329-330b, 333b, 335f
conjugarea/secreţia bilei şi,  332-333, 335f conjugarea/secreţia bilirubinei şi, 329330b, 333, 335f anomalii ale. 335f glicogenul/carbohidraţii în, 49f, 330, 31f, 333, 334f gluconeogeneza în, 333 heterogenitatea, 328, 330f leziuni ale, continue/repetate, ciroză cauzată de, 326b, 336b, 336f regenerarea ţesutului hepatic şi, 335, 335-336b
al ganglionului limfatic, 269, 270f hepatic, 324 renal, 373. 374f"
"141","heterocromatină","Heterocromatină, 52f, 54"
"142","hialin","Cartilaj hialin. 128, 128f, 129-132. 129f.
în cartilajul hialin, 129f, 130-131, 130f
a ţesutului nervos, 179, 179b, 180f azbestiformă, a cartilajului hialin, 132b transneuronală, 179
a celulelor alveolare pulmonare. 357 a ţesutului muscular, 202 a ţesutului nervos, 179, 179b, 180b epidermică, 361 psoriazisul şi, 363b hepatică, 335, 335-336b în cartilajul hialin, 132"
"143","hialomer","Hialomer, 236"
"144","hiperplazie","Hiperplazie, 183b a fibrelor musculare, 183b"
"145","hipersensibilitate","în reacţiile de hipersensibilitate imediată, 99b secreţia mastocitară de, 99b, 99f, 100f
Hipersensibilitate cutanată bazofilicâ, 232b imediată. vezi Reacţii de hipersensibilitate imediată
cutanată bazofilicâ, 232b imediată. vezi Reacţii de hipersensibilitate imediată
în reacţiile de hipersensibilitate imediată, 97-9b
în reacţiile de hipersensibilitate imediată, 97b, 255 receptori pentru, la nivel mastocitar, 97, 100f
Reacţii alergice (reacţii de hipersensibilitate imediată), 97-99b, 260-261b, IgE şi, 97b. 255 mastocitele şi. 97, 97-99b, 100f
Reacţii de hipersensibilitate imediată (reacţii alergice), 97-99b, 260-261b"
"146","hipertrofie","Hipertrofie, 183b a fibrelor musculare, 183b
Hipertrofie benignă de prostată, 431b
	Zonă de cartilaj hipertrofie, 144, 144f"
"147","hipofizar","diabetul zaharat şi, 411b la nivelul lobului anterior hipofizar, 393, 396f, 398f numărul şi procentajul, 228t, 230 originea/diferenţierea/maturarea, 92f, 239f, 243f
în lobul anterior hipofizar, 393, 396f, 398f
dezvoltarea, 392. 393f funcţiile testiculare/spermatogeneza şi, 398f, 428, 429f hormonii eliberaţi în, 399t produşi de. 393. 397t. 398f relaţia cu tiroida şi hipotalamusul. 399f sistemul hipotalamo-hipofizar şi. 392393, 393. 394f. 398f. 399t tumori ale, 399b sindromul Cushing cauzat de, 407b vasculanzaţia. 392. 394f
dezvoltarea. 392, 393f funcţia testiculară/spermatogeneza şi, 398f, 428, 429f hormonii eliberaţi în, 399t produşi de, 393, 397t, 398( relaţia cu tiroida şi hipotalamusul a, 399f sistemul hipotalamo-hipofizar şi, 392393, 394f, 398f, 399t tumorile, 399b sindromul Cushing cauzat de, 407b vascularizaţia, 392, 394f
controlul lobului anterior hipofizar şi.
funcţia testiculară/spermatogeneza şi, 398f hormoni produşi de, 398f funcţia ovanană şi. 398f, 399t, 442f leziuni ale, diabetul insipid şi. 398b relaţia cu hipofizâ şi tiroida a, 399f relaţia între hipofizâ şi (sistemul hipotalamo-hipofizar), 392-393, 394f, 398f, 399t
efectele asupra ţesutului osos, 148b identificarea imunocitochimică a, 16t reglarea activităţii osteoclastelor de către, 136 reticulul endoplasmic neted şi metabolismul, 35 sistemul hipotalamo-hipofizar, 393, 394f, 398f tumorile hipofizare care secretă, 399
hipofizar, 399f
efectele asupra sistemului osos, 148b hipofizar, 148b
Pars distalis (lobul anterior hipofizar), 392, 393, 393f, 394f, 395f, 396f, 398f celule secretorii ale, 393, 397t controlul, 393-394, 394f, 398f, 399f, 399t
hipofizar), 392, 393f, 394-397
Pars nervosa (lobul posterior hipofizar), 392, 393f, 394f, 395f. 397, 398f. 400f
Sistem hipotalamo-hipofizar, 392-393, 394f, 398f, 399t
Sistem port hipofizar. 392, 398f"
"148","precoce","Pubertate precoce/maturizare sexuală precoce afectarea ţesutului osos de, 148b excesul de androgeni suprarenalieni şi, 407b"
"149","incluziuni","Boala celulelor cu incluziuni (celule I), 39b, 39t, 50t"
"150","infundibul","Infundibul (peduncul neural), neurohipofizar, 392, 393f, 394f
Peduncul neural (infundibul), al neurohipofizei, 392, 393f, 394f"
"151","interalveolar","al septului interalveolar, 350, 352f renal, 388 testicular, 427-428, 428f
Sept/perete interalveolar, 350-351, 351f, 352f, 353f. 354f"
"152","intercelulare","Joncţiuni intercelulare, 27, 68f. 69-70, 69f, 70f, 71f"
"153","intercelulară","Adeziune intercelulară, 68, 68f"
"154","intermediară","Piesă intermediară, a spermatozoidului, 423f, 425"
"155","intermediar","Pars intermedia (lobul intermediar hipofizar), 392, 393f, 394-397"
"156","interfază","leziunile/mutaţiile, 60 proliferarea celulară şi, 63b localizare, în celule şi ţesuturi, 10 mitocondrial, 30 replicare, în interfază, 58, 62f sinteză de (faza S), 58, 62f
Interfază, 57, 58, 59f, 60f, 62f"
"157","intestin","efectele fumatului asupra, 341 în intestin, 78f, 93, 96f, 97f, 299, 301f, 306f. 308f, 311, 313f
Colon (intestin gros), 311-313, 313f, 314f, 315f
Duoden, 298. vezi şi Intestin subţire
lleon, 298, vezi şi Intestin subţire
Intestin gros, 311-313, 313f, 314(, 315f tumori ale, 315b
Intestin subţire, 298-311, 312f absorbţia lipidelor din, 299, 304f, 305f celulele endocrine din, 298f, 298t, 300, 306f, 308f, 309, 31 Of enterocitele din, 298-299, 301f, 302( mucoasa, 298-300, 300f, 306f straturile (de la lamina propria la seroasâ), 306f, 309, 310f vascularizaţia şi inervaţia, 309-311, 310f
Jejun, 298. vezi şi Intestin subţire"
"158","cheratină","Cheratine (citocheratine)/filamente de cheratină, 45-47, 45t, 48f identificarea imunocitochimică a, 16t in stratul bazai, 361"
"159","lacrimal","Aparat lacrimal, 468, 469f, 470f
Sac lacrimal, 468"
"160","lamelar","primar (imatur, reticular), 137-138, 141, 141f resorbţia, 136, 137f boli asociate cu, 136b influenţa parathormonului asupra, 416 rolul metabolic al, 145-148 secundar (matur, lamelar). 137-140, 138f. 139f, 140f, 141f structura internă a, 145 tipuri de, 137-140 tumori ale, 148b vindecarea fracturilor şi, 145b, 147f
vezi şi Ţesut osos Ţesut osos lamelar (matur/secundar), 137140. 138f, 139f, 140f, 141f. vezi şi Ţesut osos"
"161","lamelar","primar (imatur, reticular), 137-138, 141, 141f resorbţia, 136, 137f boli asociate cu, 136b influenţa parathormonului asupra, 416 rolul metabolic al, 145-148 secundar (matur, lamelar). 137-140, 138f. 139f, 140f, 141f structura internă a, 145 tipuri de, 137-140 tumori ale, 148b vindecarea fracturilor şi, 145b, 147f
vezi şi Ţesut osos Ţesut osos lamelar (matur/secundar), 137140. 138f, 139f, 140f, 141f. vezi şi Ţesut osos"
"162","lamelar","primar (imatur, reticular), 137-138, 141, 141f resorbţia, 136, 137f boli asociate cu, 136b influenţa parathormonului asupra, 416 rolul metabolic al, 145-148 secundar (matur, lamelar). 137-140, 138f. 139f, 140f, 141f structura internă a, 145 tipuri de, 137-140 tumori ale, 148b vindecarea fracturilor şi, 145b, 147f
vezi şi Ţesut osos Ţesut osos lamelar (matur/secundar), 137140. 138f, 139f, 140f, 141f. vezi şi Ţesut osos"
"163","pat unghial","Pat unghial, 370."
"164","neted","ale complexului Golgi, 36 ale reticulului endoplasmic neted, 33f, 34 ale reticulului endoplasmic rugos, 32f, 33, 33f, 34f perinucleare, 51, 52f terminale, în musculatura scheletică, 191
carcinom al, 407b disfuncţie a, 407b fetală (timpurie), 405 hormonii secretaţi de. 400, 404-405, 404f controlul, 405, 405f efectele renale ale, 388, 389b reticulul endoplasmic neted în, 35
aportul sanguin, 325f, 327f, 328 boli ale, 326b, 329-330b, 335-336b, 335t ciroză, 326b, 336b, 336f funcţiile, 317, 323, 329-330b, 332-335, 334f, 335f regenerarea, 335-336b reticulul endoplasmic neted în, 35 stocarea glicogenului în, 49f, 339, 331f, 333, 334f stroma, 324 tumorile, 337b
în muşchiul neted, 198-199
în muşchiul neted, 198-199
membranare, 22f, 23, 24f reticulul endoplasmic neted şi sinteza/transportul de, 35, 35f
Glucozo-6-fosfatazâ. in reticulul endoplasmic neted. 35
efectele asupra ţesutului osos, 148b identificarea imunocitochimică a, 16t reglarea activităţii osteoclastelor de către, 136 reticulul endoplasmic neted şi metabolismul, 35 sistemul hipotalamo-hipofizar, 393, 394f, 398f tumorile hipofizare care secretă, 399
în muşchiul neted vascular, 206
Muşchi neted, 182, 182f, 198-202, 202f.
Muşchi neted multiunitar, 200
REN vezi Reticul endoplasmic neted
din hepatocite, 33-35, 33f neted, 33f, 34-35, 35f din celulele secretoare de steroizi, 88, 89f rugos, 32f, 33-34, 33f, 34f, 35f sinteza proteinelor membranare în, 25. 26f, 33-34, 34f, 35f sarcoplasmic. vezi Reticul sarcoplasmic
Reticul endoplasmic neted (REN), 33f, 3435, 35f
identificarea imunocitochimicâ a, 16t, 18f în muşchiul neted, 200
celulele care secretă, 88-89, 89f reticulul endoplasmic neted al, 35
vezi şi tipurile specifice anomalii mitocondriale care afectează, 31b, 32f cardiac, 182, 182f, 197-198, 197f, 198f, 199f, 200f, 201f neted, 182, 182f, 198-202, 203f, 204f regenerarea, 202 scheletic, 182, 182-197, 182f, 183f vascular, 205, 206"
