term_id,oTerms,nTerms,base,oWords,matchWords,c..celulă....nucleu....citoplasmă....citosol....citosol....citosol...,c..............................................multinucleată...,c......................................................primordială...,c.............................................................,c..............................................................1,V12,V13,V14,V15,V16,V17,V18
11254,motoneuron,neuron motor,motoneuron,motoneuron,motoneuron,neuron,motor,motoneuron,NA,NA,NA,NA,NA,NA,NA,NA,NA
11254,neuron motorium,neuron motor,neuron,neuron,neuron,neuron,coșuleț,celulă,eferent,motoneuron,interneuron,conuri,NA,NA,NA,NA,NA
11254,neuron motorium,neuron motor,motor,motorium,motor,motor,motoneuron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11260,interneuron,interneuron,interneuron,interneuron,interneuron,interneuron,neuron,intermediar,intercalar,NA,NA,NA,NA,NA,NA,NA,NA
11260,neuron internuntiale,interneuron,neuron,neuron,neuron,neuron,coșuleț,celulă,eferent,motoneuron,interneuron,conuri,NA,NA,NA,NA,NA
11260,neuron internuntiale,interneuron,internuntiale,internuntiale,intercalar,interneuron,intermediar,intercalar,NA,NA,NA,NA,NA,NA,NA,NA,NA
11269,terminationes neurales,terminații nervoase,terminale,terminationes,terminații,terminații,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11269,terminationes neurales,terminații nervoase,neural,neurales,nervoase,nervoase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11272,synapsis axodendritica,sinapsă axodendritică,sinapselor,synapsis,sinapsă,joncțiune,comunicare,gap,nexus,communicans,comunicantă,tip,macula,de,sinapsă,NA,NA
11272,synapsis axodendritica,sinapsă axodendritică,axodendritica,axodendritica,axodendritică,axodendritică,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11276,synapsis axosomatica,sinapsă axosomatică,sinapselor,synapsis,sinapsă,joncțiune,comunicare,gap,nexus,communicans,comunicantă,tip,macula,de,sinapsă,NA,NA
11276,synapsis axosomatica,sinapsă axosomatică,axosomatica,axosomatica,axosomatică,axosomatică,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11282,receptor,receptor,receptor,receptor,receptor,receptor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11299,neuroglia,nevroglii,neuroglia,neuroglia,nevroglii,neurogliale,gliale,nevroglii,nevroglice,neuroglii,NA,NA,NA,NA,NA,NA,NA
11300,synapsis,sinapsă,sinapselor,synapsis,sinapsă,joncțiune,comunicare,gap,nexus,communicans,comunicantă,tip,macula,de,sinapsă,NA,NA
11305,microglia,microglie,microglia,microglia,microglie,microglie,nevroglie,microglial,NA,NA,NA,NA,NA,NA,NA,NA,NA
11306,vesicula synaptica,veziculă sinaptică,vezicii biliare,vesicula,veziculă,veziculă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11306,vesicula synaptica,veziculă sinaptică,synaptic,synaptica,sinaptică,sinaptică,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11306,vesicula presynaptica,veziculă sinaptică,vezicii biliare,vesicula,veziculă,veziculă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11306,vesicula presynaptica,veziculă sinaptică,presynaptica,presynaptica,presinaptică,sinaptică,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11308,gliocytus,celulă glială,gliocytus,gliocytus,gliocit,glială,celulă,satelită,NA,NA,NA,NA,NA,NA,NA,NA,NA
11310,neurotransmittens,neurotransmițător,neurotransmittens,neurotransmittens,neurotransmițător,neurotransmițător,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11325,pars postsynaptica,componentă postsinaptică,de,pars,componentă,sistem,nervos,periferic,central,nevrax,componentă,postsinaptică,NA,NA,NA,NA,NA
11325,pars postsynaptica,componentă postsinaptică,postsynaptica,postsynaptica,postsinaptică,postsinaptică,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11339,ependymocytus,celulă ependimară,ependymocytus,ependymocytus,ependimocit,ependimară,ependimală,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11346,astrocytus,astrocit,astrocytus,astrocytus,astrocit,astrocit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11348,astrocytus protoplasmicus,astrocit protoplasmatic,astrocytus,astrocytus,astrocit,astrocit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11348,astrocytus protoplasmicus,astrocit protoplasmatic,protoplasmic,protoplasmicus,protoplasmic,protoplasmic,protoplasmatic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11350,astrocytus fibrosus,astrocit fibros,astrocytus,astrocytus,astrocit,astrocit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11350,astrocytus fibrosus,astrocit fibros,fibros,fibrosus,fibros,fibros,fibrilar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11357,oligodendrocytus,oligodendrocit,oligodendrocytus,oligodendrocytus,oligodendrocit,oligodendrocit,oligodendroglie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11367,gliocytus ganglionaris,celulă satelită,gliocytus,gliocytus,gliocit,glială,celulă,satelită,NA,NA,NA,NA,NA,NA,NA,NA,NA
11367,gliocytus ganglionaris,celulă satelită,ganglionaris,ganglionaris,ganglionar,satelită,satelit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11370,schwannocytus,celulă Schwann,schwannocytus,schwannocytus,schwanocit,Schwann,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11370,neurolemmocytus,celulă Schwann,neurolemmocytus,neurolemmocytus,neurolemocit,celulă,Schwann,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11378,mesaxon,mezaxon,mesaxon,mesaxon,mezaxon,mezaxon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11382,stratum myelini,teacă de mielină,pat,stratum,strat,strat,granular,molecular,teacă,bazal,germinativ,plexiform,extern,intern,granulos,spinos,papilar
11382,stratum myelini,teacă de mielină,mielina,myelini,mielinic,tecii,mielină,mielină,Schmidt-Lanterman,Schmidt-Lantermann,NA,NA,NA,NA,NA,NA,NA
11389,incisura myelini,incizură Schmidt-Lanterman,nick,incisura,incizură,incizură,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11389,incisura myelini,incizură Schmidt-Lanterman,mielina,myelini,mielinică,tecii,mielină,mielină,Schmidt-Lanterman,Schmidt-Lantermann,NA,NA,NA,NA,NA,NA,NA
11390,nodus interruptionis myelini,nod Ranvier,nodul,nodus,nod,nod,Ranvier,zonă,de,discontinuitate,mielină,strangulație,nodul,sinoatrial,sino-atrial,limfonodul,NA
11390,nodus interruptionis myelini,nod Ranvier,întrerupere,interruptionis,întrerupere,nod,Ranvier,nodul,întrerupere,mielina,mielina,teacă,decalaj,nod,Ranvier,nod,Ranvier
11390,nodus interruptionis myelini,nod Ranvier,mielina,myelini,mielinic,nod,Ranvier,nodul,întrerupere,mielina,mielina,teacă,decalaj,nod,Ranvier,nod,Ranvier
11408,juncturae,articulații,cuplare,juncturae,articulații,articulații,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11436,nucleus pulposus,nucleu pulpos,nucleu,nucleus,nucleu,nucleu,pulpos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11436,nucleus pulposus,nucleu pulpos,moale,pulposus,pulpos,pulpos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11477,fusus neuromuscularis,fus neuromuscular,vărsa,fusus,fus,fus,muscular,neuromuscular,neuro-muscular,NA,NA,NA,NA,NA,NA,NA,NA
11477,fusus neuromuscularis,fus neuromuscular,neuromusculare,neuromuscularis,neuromuscular,muscular,neuromuscular,neuro-muscular,NA,NA,NA,NA,NA,NA,NA,NA,NA
11515,cavitas oris,cavitate bucală,cavitate,cavitas,cavitate,cavitate,pulpară,cameră,NA,NA,NA,NA,NA,NA,NA,NA,NA
11515,cavitas oris,cavitate bucală,de,oris,orală,cavitate,orală,bucală,glande,salivare,NA,NA,NA,NA,NA,NA,NA
11525,glandula sebacea,glandă sebacee,glandă,glandula,glandă,glandă,tubulară,sublinguală,submandibulară,submaxilară,NA,NA,NA,NA,NA,NA,NA
11525,glandula sebacea,glandă sebacee,seu,sebacea,sebacee,sebacee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11546,palatum,palat,cerul gurii,palatum,palat,palat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11552,palatum molle,palat moale,cerul gurii,palatum,palat,palat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11552,palatum molle,palat moale,moale,molle,moale,moale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11552,velum palatinum,palat moale,văl,velum,văl,palat,moale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11552,velum palatinum,palat moale,palatin,palatinum,palatin,palat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11559,tela submucosa,submucoasă,armament,tela,tunică,submucoasă,armament,submucoasa,submucoasa,submucoasă,submucoasă,,submucoasă,NA,NA,NA,NA
11559,tela submucosa,submucoasă,submucoasa,submucosa,submucoasă,submucoasă,armament,submucoasa,submucoasa,submucoasă,submucoasă,,submucoasă,NA,NA,NA,NA
11562,gingiva,gingie,gume,gingiva,gingie,gingie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11571,sulcus gingivalis,crevasă gingivală,canelură,sulcus,crevasă,crevasă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11571,sulcus gingivalis,crevasă gingivală,gingival,gingivalis,gingivală,gingival,gingivală,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11602,glandulae salivariae,glande salivare,glande,glandulae,glande,glande,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11602,glandulae salivariae,glande salivare,salivar,salivariae,salivare,salivare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11602,glandulae oris,glande salivare,glande,glandulae,glande,glande,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11602,glandulae oris,glande salivare,de,oris,orale,cavitate,orală,bucală,glande,salivare,NA,NA,NA,NA,NA,NA,NA
11604,glandula parotidea,glandă parotidă,glandă,glandula,glandă,glandă,tubulară,sublinguală,submandibulară,submaxilară,NA,NA,NA,NA,NA,NA,NA
11604,glandula parotidea,glandă parotidă,parotidea,parotidea,parotidă,parotidă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11605,glandula sublingualis,glandă sublinguală,glandă,glandula,glandă,glandă,tubulară,sublinguală,submandibulară,submaxilară,NA,NA,NA,NA,NA,NA,NA
11605,glandula sublingualis,glandă sublinguală,sublingual,sublingualis,sublinguală,sublinguală,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11606,glandula submandibularis,glandă submandibulară,glandă,glandula,glandă,glandă,tubulară,sublinguală,submandibulară,submaxilară,NA,NA,NA,NA,NA,NA,NA
11606,glandula submandibularis,glandă submandibulară,submandibularis,submandibularis,submandibulară,submandibulară,submaxilară,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11607,glandulae salivariae minores,glande salivare minore,glande,glandulae,glande,glande,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11607,glandulae salivariae minores,glande salivare minore,salivar,salivariae,salivare,salivare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11607,glandulae salivariae minores,glande salivare minore,mai puțin,minores,minore,salivare,minore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11635,mucocytus,celulă mucoasă,mucocytus,mucocytus,mucocit,mucoasă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11653,dens,dinte,dinte,dens,dinte,dinte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11654,corona dentis,coroană dentară,coroană,corona,coroană,corona,coroană,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11654,corona dentis,coroană dentară,dinte,dentis,dentară,dentară,dentar,dintelui,NA,NA,NA,NA,NA,NA,NA,NA,NA
11655,cervix dentis,gât al dintelui,gât,cervix,gât,dentar,colet,gât,dintelui,NA,NA,NA,NA,NA,NA,NA,NA
11655,cervix dentis,gât al dintelui,dinte,dentis,dentar,dentară,dentar,dintelui,NA,NA,NA,NA,NA,NA,NA,NA,NA
11657,cavitas dentis,cameră pulpară,cavitate,cavitas,cavitate,cavitate,pulpară,cameră,NA,NA,NA,NA,NA,NA,NA,NA,NA
11657,cavitas dentis,cameră pulpară,dinte,dentis,dentară,dentară,dentar,dintelui,NA,NA,NA,NA,NA,NA,NA,NA,NA
11657,cavitas pulparis,cameră pulpară,cavitate,cavitas,cavitate,cavitate,pulpară,cameră,NA,NA,NA,NA,NA,NA,NA,NA,NA
11657,cavitas pulparis,cameră pulpară,pulparis,pulparis,pulpară,pulpară,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11660,canalis radicis dentis,canal radicular,canal,canalis,canal,gastrointestinal,canal,alimentar,NA,NA,NA,NA,NA,NA,NA,NA,NA
11660,canalis radicis dentis,canal radicular,rădăcină,radicis,radicular,radicular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11660,canalis radicis dentis,canal radicular,dinte,dentis,dentar,dentară,dentar,dintelui,NA,NA,NA,NA,NA,NA,NA,NA,NA
11662,foramen apicis dentis,foramen apical,deschidere,foramen,foramen,foramen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11662,foramen apicis dentis,foramen apical,calea,apicis,apical,orificiu,apical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11662,foramen apicis dentis,foramen apical,dinte,dentis,dentar,dentară,dentar,dintelui,NA,NA,NA,NA,NA,NA,NA,NA,NA
11663,enamelum,smalț,email,enamelum,smalț,smalț,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11677,dentinum,dentină,trent,dentinum,dentină,dentină,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11678,tubulus dentini,tubul dentinal,furtun,tubulus,tubul,tubul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11678,tubulus dentini,tubul dentinal,trent,dentini,dentinal,dentinar,dentinal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11678,canaliculus dentini,tubul dentinal,aparat,canaliculus,canalicul,canalicul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11678,canaliculus dentini,tubul dentinal,trent,dentini,dentinal,dentinar,dentinal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11680,processus dentinoblasti,proces odontoblastic,proces,processus,proces,proces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11680,processus dentinoblasti,proces odontoblastic,dentinoblasti,dentinoblasti,dentinoblastic,odontoblastic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11680,processus odontoblasti,proces odontoblastic,proces,processus,proces,proces,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11680,processus odontoblasti,proces odontoblastic,odontoblasti,odontoblasti,odontoblastic,odontoblastic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11694,predentinum,predentină,predentinum,predentinum,predentină,predentină,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11701,cementum,cement,ciment,cementum,cement,cement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11712,pulpa dentis,pulpă dentară,pulpă,pulpa,pulpă,pulpă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11712,pulpa dentis,pulpă dentară,dinte,dentis,dentară,dentară,dentar,dintelui,NA,NA,NA,NA,NA,NA,NA,NA,NA
11714,dentinoblastus,odontoblast,dentinoblastus,dentinoblastus,dentinoblast,odontoblast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11714,odontoblastus,odontoblast,odontoblastus,odontoblastus,odontoblast,odontoblast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11720,textus connectivus compactus,țesut conjunctiv dens,text,textus,țesut,țesut,neted,epitelial,NA,NA,NA,NA,NA,NA,NA,NA,NA
11720,textus connectivus compactus,țesut conjunctiv dens,conjunctiv,connectivus,conjunctiv,conjunctiv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11720,textus connectivus compactus,țesut conjunctiv dens,cd,compactus,dens,țesut,conjunctiv,dens,NA,NA,NA,NA,NA,NA,NA,NA,NA
11725,ligamentum periodontale,ligament periodontal,ligament,ligamentum,ligament,ligament,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11725,ligamentum periodontale,ligament periodontal,parodontale,periodontale,periodontal,periodontal,periodontală,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11732,alveolus dentalis,alveolă dentară,prin mica,alveolus,alveolă,alveolă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11732,alveolus dentalis,alveolă dentară,dentar,dentalis,dentară,dentară,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11766,lingua,limbă,limbă,lingua,limbă,limbă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11799,nodulus lymphoideus,folicul limfoid,noduli,nodulus,folicul,folicul,nodul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11799,nodulus lymphoideus,folicul limfoid,lymphoideus,lymphoideus,limfoid,limfoid,limfatic,limfonodul,NA,NA,NA,NA,NA,NA,NA,NA,NA
11813,epithelium respiratorium,epiteliu respirator,epiteliu,epithelium,epiteliu,epiteliu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11813,epithelium respiratorium,epiteliu respirator,respirator,respiratorium,respirator,respirator,epiteliu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11821,canalis digestorius,canal alimentar,canal,canalis,canal,gastrointestinal,canal,alimentar,NA,NA,NA,NA,NA,NA,NA,NA,NA
11821,canalis digestorius,canal alimentar,alimentar,digestorius,digestiv,digestiv,alimentar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11821,canalis oesophagogastrointestinalis,canal alimentar,canal,canalis,canal,gastrointestinal,canal,alimentar,NA,NA,NA,NA,NA,NA,NA,NA,NA
11821,canalis oesophagogastrointestinalis,canal alimentar,oesophagogastrointestinalis,oesophagogastrointestinalis,esofagogastrointestinal,gastrointestinal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11874,oesophagus,esofag,esofag,oesophagus,esofag,esofag,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11877,cellula dendritiformis,celulă dendritică,celulă,cellula,celulă,celulă,epitelială,foliculară,scuamoasă,celule,multinucleată,stelată,centroacinară,limfocit,receptoare,NA,NA
11877,cellula dendritiformis,celulă dendritică,dendritiformis,dendritiformis,dendritică,dendritică,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11881,lamina muscularis mucosae,musculara mucoasei,placă,lamina,lamină,musculara,mucoasei,placă,muscular,mucos,foiță,musculara,de,mucoasa,musculara,mucoasei,musculara
11881,lamina muscularis mucosae,musculara mucoasei,muscular,muscularis,musculară,musculara,mucoasei,placă,muscular,mucos,foiță,musculara,de,mucoasa,musculara,mucoasei,musculara
11881,lamina muscularis mucosae,musculara mucoasei,mucos,mucosae,mucoasă,musculara,mucoasei,mucoaselor,NA,NA,NA,NA,NA,NA,NA,NA,NA
11886,myoepitheliocytus,celulă mioepitelială,myoepitheliocytus,myoepitheliocytus,mioepiteliocit,mioepitelială,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11905,granulum zymogeni,granulă de zimogen,granulă,granulum,granulă,incluziune,granulă,incluzie,NA,NA,NA,NA,NA,NA,NA,NA,NA
11905,granulum zymogeni,granulă de zimogen,zymogeni,zymogeni,zimogen,zimogen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11913,lamina muscularis mucosae,musculara mucoasei,placă,lamina,lamină,musculara,mucoasei,placă,muscular,mucos,musculara,mucoaselor,musculara,mucoasei,musculara,mucoasei,musculara
11913,lamina muscularis mucosae,musculara mucoasei,muscular,muscularis,musculară,musculara,mucoasei,placă,muscular,mucos,musculara,mucoaselor,musculara,mucoasei,musculara,mucoasei,musculara
11913,lamina muscularis mucosae,musculara mucoasei,mucos,mucosae,mucoasă,musculara,mucoasei,mucoaselor,NA,NA,NA,NA,NA,NA,NA,NA,NA
11929,glycocalyx,glicocalix,glycocalyx,glycocalyx,glicocalix,glicocalix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11941,lamina muscularis mucosae,musculara mucoasei,placă,lamina,lamină,musculara,mucoasei,placă,muscular,mucos,musculara,mucoaselor,musculara,mucoasei,musculara,mucoasei,musculara
11941,lamina muscularis mucosae,musculara mucoasei,muscular,muscularis,musculară,musculara,mucoasei,placă,muscular,mucos,musculara,mucoaselor,musculara,mucoasei,musculara,mucoasei,musculara
11941,lamina muscularis mucosae,musculara mucoasei,mucos,mucosae,mucoasă,musculara,mucoasei,mucoaselor,NA,NA,NA,NA,NA,NA,NA,NA,NA
11968,lamina muscularis mucosae,musculara mucoasei,placă,lamina,lamină,musculara,mucoasei,placă,muscular,mucos,musculara,mucoaselor,musculara,mucoasei,musculara,mucoasei,musculara
11968,lamina muscularis mucosae,musculara mucoasei,muscular,muscularis,musculară,musculara,mucoasei,placă,muscular,mucos,musculara,mucoaselor,musculara,mucoasei,musculara,mucoasei,musculara
11968,lamina muscularis mucosae,musculara mucoasei,mucos,mucosae,mucoasă,musculara,mucoasei,mucoaselor,NA,NA,NA,NA,NA,NA,NA,NA,NA
12000,hepar,ficat,ficat,hepar,ficat,ficat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12009,canaliculus bilifer,canalicul biliar,aparat,canaliculus,canalicul,canalicul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12009,canaliculus bilifer,canalicul biliar,bilifer,bilifer,biliar,biliar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12014,cellula perisinusoidalis,celulă Ito-Nemoto,celulă,cellula,celulă,celulă,epitelială,foliculară,scuamoasă,celule,multinucleată,stelată,centroacinară,limfocit,receptoare,NA,NA
12014,cellula perisinusoidalis,celulă Ito-Nemoto,perisinusoidalis,perisinusoidalis,perisinusoidală,perisinusoidală,Ito-Nemoto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12014,cellula accumulans adipem,celulă Ito-Nemoto,celulă,cellula,celulă,celulă,epitelială,foliculară,scuamoasă,celule,multinucleată,stelată,centroacinară,limfocit,receptoare,NA,NA
12014,cellula accumulans adipem,celulă Ito-Nemoto,accumulans,accumulans,acumulatoare,celulă,stelată,perisinusoidală,adipocit,hepatic,Ito-Nemoto,NA,NA,NA,NA,NA,NA
12014,cellula accumulans adipem,celulă Ito-Nemoto,grăsime,adipem,adipoasă,adipocit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12015,vas sinusoideum,sinusoid,vas,vas,vas,sinusoid,vas,sinusoideum,sinusoidă,sinusoid,sinusoid,sinusoid,,NA,NA,NA,NA
12015,vas sinusoideum,sinusoid,sinusoideum,sinusoideum,sinusoid,sinusoid,vas,sinusoideum,sinusoidă,sinusoid,sinusoid,sinusoid,,NA,NA,NA,NA
12019,spatium portale,spațiu port,spațiu,spatium,spațiu,spațiu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12019,spatium portale,spațiu port,portal,portale,portal,portal,port,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12061,pancreas,pancreas,pancreas,pancreas,pancreas,pancreas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12067,granulum zymogeni,granulă de zimogen,granulă,granulum,granulă,incluziune,granulă,incluzie,NA,NA,NA,NA,NA,NA,NA,NA,NA
12067,granulum zymogeni,granulă de zimogen,zymogeni,zymogeni,zimogen,zimogen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12068,cellula centroacinosa,celulă centroacinară,celulă,cellula,celulă,celulă,epitelială,foliculară,scuamoasă,celule,multinucleată,stelată,centroacinară,limfocit,receptoare,NA,NA
12068,cellula centroacinosa,celulă centroacinară,centroacinosa,centroacinosa,centroacinară,centroacinară,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12069,ductus intercalatus,duct intercalat,conducere,ductus,duct,duct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12069,ductus intercalatus,duct intercalat,intercalare,intercalatus,intercalat,intercalat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12070,ductus intralobularis,duct intralobular,conducere,ductus,duct,duct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12070,ductus intralobularis,duct intralobular,intralobularis,intralobularis,intralobular,intralobular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12071,ductus interlobularis,duct interlobular,conducere,ductus,duct,duct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12071,ductus interlobularis,duct interlobular,interlobularis,interlobularis,interlobular,interlobular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12089,systema respiratorium,sistem respirator,sistem,systema,sistem,sistem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12089,systema respiratorium,sistem respirator,respirator,respiratorium,respirator,respirator,epiteliu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12092,epithelium pseudostratificatum columnare ciliatum,epiteliu pseudostratificat columnar ciliat,epiteliu,epithelium,epiteliu,epiteliu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12092,epithelium pseudostratificatum columnare ciliatum,epiteliu pseudostratificat columnar ciliat,pseudostratificatum,pseudostratificatum,pseudostratificat,pseudostratificat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12092,epithelium pseudostratificatum columnare ciliatum,epiteliu pseudostratificat columnar ciliat,în formă de coloană,columnare,columnar,cilindric,columnar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12092,epithelium pseudostratificatum columnare ciliatum,epiteliu pseudostratificat columnar ciliat,ciliat,ciliatum,ciliat,pseudostratificat,cilindric,ciliat,columnar,NA,NA,NA,NA,NA,NA,NA,NA
12111,myoepitheliocytus,celulă mioepitelială,myoepitheliocytus,myoepitheliocytus,mioepiteliocit,mioepitelială,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12149,trachea,trahee,trahee,trachea,trahee,trahee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12152,corpus neuroepitheliale,corp neuroepitelial,corp,corpus,corp,cerebrală,corp,pericarion,globul,corpuscul,neuroepitelial,NA,NA,NA,NA,NA,NA
12152,corpus neuroepitheliale,corp neuroepitelial,neuroepitheliale,neuroepitheliale,neuroepitelial,neuroepitelial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12161,cartilagines tracheales,cartilaje ale traheei,cartilajelor,cartilagines,cartilaje,cartilaje,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12161,cartilagines tracheales,cartilaje ale traheei,tracheales,tracheales,traheale,traheale,traheei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12163,tunica adventitia,adventice,mantie,tunica,tunică,adventice,mantie,întâmplător,adventitial,strat,tunică,adventice,adventice,adventice,,NA,NA
12163,tunica adventitia,adventice,întâmplător,adventitia,adventice,adventice,mantie,întâmplător,adventitial,strat,tunică,adventice,adventice,adventice,,NA,NA
12165,bronchus,bronhie,bronhiile,bronchus,bronhie,bronhie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12180,bronchiolus,bronhiolă,bronhiolă,bronchiolus,bronhiolă,bronhiolă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
