"","term_id","oTerms","referenceTerms","gtLaRoWords","referenceOk","oWords","matchWords","c..celulă....nucleu....citoplasmă....citosol....citosol....citosol...","c..............matrice....matrice....matrice............plasmatică...","c..............citoplasmatică....citoplasmatică....citoplasmatică...","c..................................membrană....membrană....membrană...","c..................................celulară....celulară....celulară...","c.............................................................","c..............................................................1","c..............................................................2","c..............................................................3","c..............................................................4","c..............................................................5","c..............................................................6"
"414",11515,"cavitas oris","cavitate bucală","cavitate","cavitate","cavitas","cavitate","cavitate","orală","cavitate","bucală","","","","","","","",""
"415",11515,"cavitas oris","cavitate bucală","de","bucală","oris","orală","cavitate","orală","cavitate","bucală","","","","","","","",""
"416",11525,"glandula sebacea","glandă sebacee","glandă","glandă","glandula","glandă","glandă","sebacee","","","","","","","","","",""
"417",11525,"glandula sebacea","glandă sebacee","seu","sebacee","sebacea","sebacee","glandă","sebacee","","","","","","","","","",""
"418",11546,"palatum","palat","cerul gurii","palat","palatum","palat","palat","","","","","","","","","","",""
"419",11552,"palatum molle","palat moale","cerul gurii","palat","palatum","palat","palat","moale","","","","","","","","","",""
"420",11552,"palatum molle","palat moale","moale","moale","molle","moale","palat","moale","","","","","","","","","",""
"421",11552,"velum palatinum","palat moale","văl","","velum","palat","palat","moale","","","","","","","","","",""
"422",11552,"velum palatinum","palat moale","palatin","","palatinum","palat","palat","moale","","","","","","","","","",""
"423",11559,"tela submucosa","submucoasă","armament","","tela","submucoasă","submucoasă","","","","","","","","","","",""
"424",11559,"tela submucosa","submucoasă","submucoasa","submucoasă","submucosa","submucoasă","submucoasă","","","","","","","","","","",""
"425",11562,"gingiva","gingie","gume","gingie","gingiva","gingie","gingie","","","","","","","","","","",""
"426",11571,"sulcus gingivalis","crevasă gingivală","canelură","crevasă","sulcus","șanț","șanț","gingival","","","","","","","","","",""
"427",11571,"sulcus gingivalis","crevasă gingivală","gingival","gingivală","gingivalis","gingival","șanț","gingival","","","","","","","","","",""
"428",11602,"glandulae salivariae","glande salivare","glande","glande","glandulae","glande","glande","salivare","","","","","","","","","",""
"429",11602,"glandulae salivariae","glande salivare","salivar","salivare","salivariae","salivare","glande","salivare","","","","","","","","","",""
"430",11602,"glandulae oris","glande salivare","glande","glande","glandulae","glande","glande","salivare","","","","","","","","","",""
"431",11602,"glandulae oris","glande salivare","de","","oris","glande","glande","salivare","","","","","","","","","",""
"432",11604,"glandula parotidea","glandă parotidă","glandă","glandă","glandula","glandă","glandă","parotidă","","","","","","","","","",""
"433",11604,"glandula parotidea","glandă parotidă","parotidea","parotidă","parotidea","parotidă","glandă","parotidă","","","","","","","","","",""
"434",11605,"glandula sublingualis","glandă sublinguală","glandă","glandă","glandula","glandă","glandă","sublinguală","","","","","","","","","",""
"435",11605,"glandula sublingualis","glandă sublinguală","sublingual","sublinguală","sublingualis","sublinguală","glandă","sublinguală","","","","","","","","","",""
"436",11606,"glandula submandibularis","glandă submandibulară","glandă","glandă","glandula","glandă","glandă","submandibulară","glandă","submaxilară","","","","","","","",""
"437",11606,"glandula submandibularis","glandă submandibulară","submandibularis","submandibulară","submandibularis","submandibulară","glandă","submandibulară","glandă","submaxilară","","","","","","","",""
"438",11607,"glandulae salivariae minores","glande salivare minore","glande","glande","glandulae","glande","glande","salivare","mici","","","","","","","","",""
"439",11607,"glandulae salivariae minores","glande salivare minore","salivar","salivare","salivariae","salivare","glande","salivare","mici","","","","","","","","",""
"440",11607,"glandulae salivariae minores","glande salivare minore","mai puțin","minore","minores","salivare","glande","salivare","mici","","","","","","","","",""
"441",11635,"mucocytus","celulă mucoasă","mucocytus","mucoasă","mucocytus","mucoasă","celulă","mucoasă","","","","","","","","","",""
"442",11653,"dens","dinte","dinte","dinte","dens","dinte","dinte","","","","","","","","","","",""
"443",11654,"corona dentis","coroană dentară","coroană","coroană","corona","coroană","coroană","dentară","","","","","","","","","",""
"444",11654,"corona dentis","coroană dentară","dinte","dentară","dentis","dentară","coroană","dentară","","","","","","","","","",""
"445",11655,"cervix dentis","gât al dintelui","gât","gât","cervix","dentar","col","dentar","","","","","","","","","",""
"446",11655,"cervix dentis","gât al dintelui","dinte","al dintelui","dentis","dentar","col","dentar","","","","","","","","","",""
"447",11657,"cavitas dentis","cameră pulpară","cavitate","","cavitas","cavitate","cavitate","pulpară","","","","","","","","","",""
"448",11657,"cavitas dentis","cameră pulpară","dinte","","dentis","cavitate","cavitate","pulpară","","","","","","","","","",""
"449",11657,"cavitas pulparis","cameră pulpară","cavitate","cameră","cavitas","cavitate","cavitate","pulpară","","","","","","","","","",""
"450",11657,"cavitas pulparis","cameră pulpară","pulparis","pulpară","pulparis","pulpară","cavitate","pulpară","","","","","","","","","",""
"451",11660,"canalis radicis dentis","canal radicular","canal","canal","canalis","canal","canal","radicular","","","","","","","","","",""
"452",11660,"canalis radicis dentis","canal radicular","rădăcină","radicular","radicis","radicular","canal","radicular","","","","","","","","","",""
"453",11660,"canalis radicis dentis","canal radicular","dinte","","dentis","canal","canal","radicular","","","","","","","","","",""
"454",11662,"foramen apicis dentis","foramen apical","deschidere","foramen","foramen","foramen","orificiu","apical","foramen","apical","","","","","","","",""
"455",11662,"foramen apicis dentis","foramen apical","calea","apical","apicis","apical","orificiu","apical","foramen","apical","","","","","","","",""
"456",11662,"foramen apicis dentis","foramen apical","dinte","","dentis","apical","orificiu","apical","foramen","apical","","","","","","","",""
"457",11663,"enamelum","smalț","email","smalț","enamelum","smalț","smalț","","","","","","","","","","",""
"458",11677,"dentinum","dentină","trent","dentină","dentinum","dentină","dentină","","","","","","","","","","",""
"459",11678,"tubulus dentini","tubul dentinal","furtun","tubul","tubulus","canalicul","canalicul","dentinar","","","","","","","","","",""
"460",11678,"tubulus dentini","tubul dentinal","trent","dentinal","dentini","dentinar","canalicul","dentinar","","","","","","","","","",""
"461",11678,"canaliculus dentini","tubul dentinal","aparat","","canaliculus","canalicul","canalicul","dentinar","","","","","","","","","",""
"462",11678,"canaliculus dentini","tubul dentinal","trent","dentinal","dentini","dentinar","canalicul","dentinar","","","","","","","","","",""
"463",11680,"processus dentinoblasti","proces odontoblastic","proces","proces","processus","proces","proces","odontoblastic","fibră","Tomes","","","","","","","",""
"464",11680,"processus dentinoblasti","proces odontoblastic","dentinoblasti","","dentinoblasti","odontoblastic","proces","odontoblastic","fibră","Tomes","","","","","","","",""
"465",11680,"processus odontoblasti","proces odontoblastic","proces","proces","processus","proces","proces","odontoblastic","fibră","Tomes","","","","","","","",""
"466",11680,"processus odontoblasti","proces odontoblastic","odontoblasti","odontoblastic","odontoblasti","odontoblastic","proces","odontoblastic","fibră","Tomes","","","","","","","",""
"467",11694,"predentinum","predentină","predentinum","predentină","predentinum","predentină","predentină","","","","","","","","","","",""
"468",11701,"cementum","cement","ciment","cement","cementum","cement","cement","","","","","","","","","","",""
"469",11712,"pulpa dentis","pulpă dentară","pulpă","pulpă","pulpa","pulpă","pulpă","dentară","","","","","","","","","",""
"470",11712,"pulpa dentis","pulpă dentară","dinte","dentară","dentis","dentară","pulpă","dentară","","","","","","","","","",""
"471",11714,"dentinoblastus","odontoblast","dentinoblastus","","dentinoblastus","odontoblast","odontoblast","","","","","","","","","","",""
"472",11714,"odontoblastus","odontoblast","odontoblastus","odontoblast","odontoblastus","odontoblast","odontoblast","","","","","","","","","","",""
"473",11720,"textus connectivus compactus","țesut conjunctiv dens","text","țesut","textus","țesut","țesut","conjunctiv","dens","","","","","","","","",""
"474",11720,"textus connectivus compactus","țesut conjunctiv dens","conjunctiv","conjunctiv","connectivus","conjunctiv","țesut","conjunctiv","dens","","","","","","","","",""
"475",11720,"textus connectivus compactus","țesut conjunctiv dens","cd","dens","compactus","dens","țesut","conjunctiv","dens","","","","","","","","",""
"476",11725,"ligamentum periodontale","ligament periodontal","ligament","ligament","ligamentum","ligament","ligament","periodontal","","","","","","","","","",""
"477",11725,"ligamentum periodontale","ligament periodontal","parodontale","periodontal","periodontale","periodontal","ligament","periodontal","","","","","","","","","",""
"478",11732,"alveolus dentalis","alveolă dentară","prin mica","alveolă","alveolus","alveolă","alveolă","dentară","","","","","","","","","",""
"479",11732,"alveolus dentalis","alveolă dentară","dentar","dentară","dentalis","dentară","alveolă","dentară","","","","","","","","","",""
"480",11766,"lingua","limbă","limbă","limbă","lingua","limbă","limbă","","","","","","","","","","",""
"481",11799,"nodulus lymphoideus","folicul limfoid","noduli","folicul","nodulus","nodul","nodul","limfoid","folicul","limfoid","","","","","","","",""
"482",11799,"nodulus lymphoideus","folicul limfoid","lymphoideus","limfoid","lymphoideus","limfoid","nodul","limfoid","folicul","limfoid","","","","","","","",""
"483",11813,"epithelium respiratorium","epiteliu respirator","epiteliu","epiteliu","epithelium","epiteliu","epiteliu","respirator","","","","","","","","","",""
"484",11813,"epithelium respiratorium","epiteliu respirator","respirator","respirator","respiratorium","respirator","epiteliu","respirator","","","","","","","","","",""
"485",11821,"canalis digestorius","canal alimentar","canal","canal","canalis","gastrointestinal","tract","digestiv","tract","gastrointestinal","","","","","","","",""
"486",11821,"canalis digestorius","canal alimentar","alimentar","alimentar","digestorius","tract","tract","digestiv","tract","gastrointestinal","","","","","","","",""
"487",11821,"canalis oesophagogastrointestinalis","canal alimentar","canal","","canalis","gastrointestinal","tract","digestiv","tract","gastrointestinal","","","","","","","",""
"488",11821,"canalis oesophagogastrointestinalis","canal alimentar","oesophagogastrointestinalis","","oesophagogastrointestinalis","gastrointestinal","tract","digestiv","tract","gastrointestinal","","","","","","","",""
"489",11874,"oesophagus","esofag","esofag","esofag","oesophagus","esofag","esofag","","","","","","","","","","",""
"490",11877,"cellula dendritiformis","celulă dendritică","celulă","celulă","cellula","celulă","celulă","dendritică","","","","","","","","","",""
"491",11877,"cellula dendritiformis","celulă dendritică","dendritiformis","dendritică","dendritiformis","dendritică","celulă","dendritică","","","","","","","","","",""
"492",11881,"lamina muscularis mucosae","musculara mucoasei","placă","musculara","lamina","musculara","musculara","mucoasei","","","","","","","","","",""
"493",11881,"lamina muscularis mucosae","musculara mucoasei","muscular","","muscularis","mucoasei","musculara","mucoasei","","","","","","","","","",""
"494",11881,"lamina muscularis mucosae","musculara mucoasei","mucos","mucoasei","mucosae","mucoasei","musculara","mucoasei","","","","","","","","","",""
"495",11886,"myoepitheliocytus","celulă mioepitelială","myoepitheliocytus","celulă mioepitelială","myoepitheliocytus","mioepitelială","celulă","mioepitelială","","","","","","","","","",""
"496",11905,"granulum zymogeni","granulă de zimogen","granulă","granulă","granulum","granulă","granulă","de","zimogen","","","","","","","","",""
"497",11905,"granulum zymogeni","granulă de zimogen","zymogeni","de zimogen","zymogeni","zimogen","granulă","de","zimogen","","","","","","","","",""
"498",11913,"lamina muscularis mucosae","musculara mucoasei","placă","musculara","lamina","musculara","musculara","mucoasei","","","","","","","","","",""
"499",11913,"lamina muscularis mucosae","musculara mucoasei","muscular","","muscularis","mucoasei","musculara","mucoasei","","","","","","","","","",""
"500",11913,"lamina muscularis mucosae","musculara mucoasei","mucos","mucoasei","mucosae","mucoasei","musculara","mucoasei","","","","","","","","","",""
"501",11929,"glycocalyx","glicocalix","glycocalyx","glicocalix","glycocalyx","glicocalix","glicocalix","înveliș","celular","","","","","","","","",""
"502",11941,"lamina muscularis mucosae","musculara mucoasei","placă","musculara","lamina","musculara","musculara","mucoasei","","","","","","","","","",""
"503",11941,"lamina muscularis mucosae","musculara mucoasei","muscular","","muscularis","mucoasei","musculara","mucoasei","","","","","","","","","",""
"504",11941,"lamina muscularis mucosae","musculara mucoasei","mucos","mucoasei","mucosae","mucoasei","musculara","mucoasei","","","","","","","","","",""
"505",11968,"lamina muscularis mucosae","musculara mucoasei","placă","musculara","lamina","musculara","musculara","mucoasei","","","","","","","","","",""
"506",11968,"lamina muscularis mucosae","musculara mucoasei","muscular","","muscularis","mucoasei","musculara","mucoasei","","","","","","","","","",""
"507",11968,"lamina muscularis mucosae","musculara mucoasei","mucos","mucoasei","mucosae","mucoasei","musculara","mucoasei","","","","","","","","","",""
"508",12000,"hepar","ficat","ficat","ficat","hepar","ficat","ficat","","","","","","","","","","",""
"509",12009,"canaliculus bilifer","canalicul biliar","aparat","canalicul","canaliculus","canalicul","canalicul","biliar","","","","","","","","","",""
"510",12009,"canaliculus bilifer","canalicul biliar","bilifer","biliar","bilifer","biliar","canalicul","biliar","","","","","","","","","",""
"511",12014,"cellula perisinusoidalis","celulă Ito-Nemoto","celulă","celulă","cellula","celulă","adipocit","hepatic","celulă","stelată","celulă","Ito","","","","","",""
"512",12014,"cellula perisinusoidalis","celulă Ito-Nemoto","perisinusoidalis","ito-nemoto","perisinusoidalis","Ito","adipocit","hepatic","celulă","stelată","celulă","Ito","","","","","",""
"513",12014,"cellula accumulans adipem","celulă Ito-Nemoto","celulă","celulă","cellula","celulă","adipocit","hepatic","celulă","stelată","celulă","Ito","","","","","",""
"514",12014,"cellula accumulans adipem","celulă Ito-Nemoto","accumulans","","accumulans","Ito","adipocit","hepatic","celulă","stelată","celulă","Ito","","","","","",""
"515",12014,"cellula accumulans adipem","celulă Ito-Nemoto","grăsime","","adipem","adipocit","adipocit","hepatic","celulă","stelată","celulă","Ito","","","","","",""
"516",12015,"vas sinusoideum","sinusoid","vas","sinusoid","vas","sinusoid","sinusoid","","","","","","","","","","",""
"517",12015,"vas sinusoideum","sinusoid","sinusoideum","","sinusoideum","sinusoid","sinusoid","","","","","","","","","","",""
"518",12019,"spatium portale","spațiu port","spațiu","spațiu","spatium","spațiu","spațiu","portal","","","","","","","","","",""
"519",12019,"spatium portale","spațiu port","portal","port","portale","portal","spațiu","portal","","","","","","","","","",""
"520",12061,"pancreas","pancreas","pancreas","pancreas","pancreas","pancreas","pancreas","","","","","","","","","","",""
"521",12067,"granulum zymogeni","granulă de zimogen","granulă","granulă","granulum","granulă","granulă","de","zimogen","","","","","","","","",""
"522",12067,"granulum zymogeni","granulă de zimogen","zymogeni","de zimogen","zymogeni","zimogen","granulă","de","zimogen","","","","","","","","",""
"523",12068,"cellula centroacinosa","celulă centroacinară","celulă","celulă","cellula","celulă","celulă","centroacinară","","","","","","","","","",""
"524",12068,"cellula centroacinosa","celulă centroacinară","centroacinosa","centroacinară","centroacinosa","centroacinară","celulă","centroacinară","","","","","","","","","",""
"525",12069,"ductus intercalatus","duct intercalat","conducere","duct","ductus","canalicul","canalicul","intercalat","","","","","","","","","",""
"526",12069,"ductus intercalatus","duct intercalat","intercalare","intercalat","intercalatus","intercalat","canalicul","intercalat","","","","","","","","","",""
"527",12070,"ductus intralobularis","duct intralobular","conducere","duct","ductus","canalicul","canalicul","intralobular","","","","","","","","","",""
"528",12070,"ductus intralobularis","duct intralobular","intralobularis","intralobular","intralobularis","intralobular","canalicul","intralobular","","","","","","","","","",""
"529",12071,"ductus interlobularis","duct interlobular","conducere","duct","ductus","canalicul","canalicul","interlobular","","","","","","","","","",""
"530",12071,"ductus interlobularis","duct interlobular","interlobularis","interlobular","interlobularis","interlobular","canalicul","interlobular","","","","","","","","","",""
"531",12089,"systema respiratorium","sistem respirator","sistem","sistem","systema","sistem","sistem","respirator","","","","","","","","","",""
"532",12089,"systema respiratorium","sistem respirator","respirator","respirator","respiratorium","respirator","sistem","respirator","","","","","","","","","",""
"533",12092,"epithelium pseudostratificatum columnare ciliatum","epiteliu pseudostratificat columnar ciliat","epiteliu","epiteliu","epithelium","epiteliu","epiteliu","pseudostratificat","cilindric","ciliat","","","","","","","",""
"534",12092,"epithelium pseudostratificatum columnare ciliatum","epiteliu pseudostratificat columnar ciliat","pseudostratificatum","pseudostratificat","pseudostratificatum","pseudostratificat","epiteliu","pseudostratificat","cilindric","ciliat","","","","","","","",""
"535",12092,"epithelium pseudostratificatum columnare ciliatum","epiteliu pseudostratificat columnar ciliat","în formă de coloană","columnar","columnare","cilindric","epiteliu","pseudostratificat","cilindric","ciliat","","","","","","","",""
"536",12092,"epithelium pseudostratificatum columnare ciliatum","epiteliu pseudostratificat columnar ciliat","ciliat","ciliat","ciliatum","ciliat","epiteliu","pseudostratificat","cilindric","ciliat","","","","","","","",""
"537",12111,"myoepitheliocytus","celulă mioepitelială","myoepitheliocytus","celulă mioepitelială","myoepitheliocytus","mioepitelială","celulă","mioepitelială","","","","","","","","","",""
"538",12149,"trachea","trahee","trahee","trahee","trachea","trahee","trahee","","","","","","","","","","",""
"539",12152,"corpus neuroepitheliale","corp neuroepitelial","corp","corp","corpus","corpuscul","corpuscul","neuroepitelial","","","","","","","","","",""
"540",12152,"corpus neuroepitheliale","corp neuroepitelial","neuroepitheliale","neuroepitelial","neuroepitheliale","neuroepitelial","corpuscul","neuroepitelial","","","","","","","","","",""
"541",12161,"cartilagines tracheales","cartilaje ale traheei","cartilajelor","cartilaje","cartilagines","cartilaje","cartilaje","traheale","","","","","","","","","",""
"542",12161,"cartilagines tracheales","cartilaje ale traheei","tracheales","ale traheei","tracheales","traheale","cartilaje","traheale","","","","","","","","","",""
"543",12163,"tunica adventitia","adventice","mantie","adventice","tunica","adventice","tunică","adventice","","","","","","","","","",""
"544",12163,"tunica adventitia","adventice","întâmplător","","adventitia","tunică","tunică","adventice","","","","","","","","","",""
"545",12165,"bronchus","bronhie","bronhiile","bronhie","bronchus","bronhie","bronhie","","","","","","","","","","",""
"546",12180,"bronchiolus","bronhiolă","bronhiolă","bronhiolă","bronchiolus","bronhiolă","bronhiolă","","","","","","","","","","",""
"547",12213,"fibra collageni","fibră de colagen","fibră","fibră","fibra","fibră","fibră","de","colagen","","","","","","","","",""
"548",12213,"fibra collageni","fibră de colagen","colagenul","de colagen","collageni","colagen","fibră","de","colagen","","","","","","","","",""
"549",12233,"systema urinarium","sistem urinar","sistem","sistem","systema","sistem","sistem","urinar","","","","","","","","","",""
"550",12233,"systema urinarium","sistem urinar","neer ren","urinar","urinarium","urinar","sistem","urinar","","","","","","","","","",""
"551",12296,"diaphragma rimae","diafragm al fantei de filtrare","diafragmă","diafragm","diaphragma","diafragmă","diafragmă","a","fantei","de","filtrare","","","","","","",""
"552",12296,"diaphragma rimae","diafragm al fantei de filtrare","crăpătură","al fantei de filtrare","rimae","diafragmă","diafragmă","a","fantei","de","filtrare","","","","","","",""
"553",12356,"a. interlobaris","arteră interlobară","o.","arteră","a.","arteră","arteră","interlobară","","","","","","","","","",""
"554",12356,"a. interlobaris","arteră interlobară","interlobaris","interlobară","interlobaris","interlobară","arteră","interlobară","","","","","","","","","",""
"555",12414,"systemata genitalia","sisteme genitale","sisteme","sisteme","systemata","sisteme","sisteme","genitale","sisteme","reproductive","","","","","","","",""
"556",12414,"systemata genitalia","sisteme genitale","organele genitale","genitale","genitalia","genitale","sisteme","genitale","sisteme","reproductive","","","","","","","",""
"557",12418,"ovarium","ovar","ovar","ovar","ovarium","ovar","ovar","","","","","","","","","","",""
"558",12421,"tunica albuginea ovarii","albuginee","mantie","","tunica","tunică","tunică","albuginee","ovariană","","","","","","","","",""
"559",12421,"tunica albuginea ovarii","albuginee","albuginea","albuginee","albuginea","albuginee","tunică","albuginee","ovariană","","","","","","","","",""
"560",12421,"tunica albuginea ovarii","albuginee","ovar","","ovarii","ovariană","tunică","albuginee","ovariană","","","","","","","","",""
"561",12422,"cortex ovarii","corticală ovariană","cortexul","corticală","cortex","corticală","corticală","ovariană","","","","","","","","","",""
"562",12422,"cortex ovarii","corticală ovariană","ovar","ovariană","ovarii","ovariană","corticală","ovariană","","","","","","","","","",""
"563",12423,"stroma ovarii","stromă ovariană","stroma","stromă","stroma","stromă","stromă","ovariană","","","","","","","","","",""
"564",12423,"stroma ovarii","stromă ovariană","ovar","ovariană","ovarii","ovariană","stromă","ovariană","","","","","","","","","",""
"565",12425,"medulla ovarii","medulară ovariană","măduvă","medulară","medulla","medulară","zonă","medulară","a","ovarului","","","","","","","",""
"566",12425,"medulla ovarii","medulară ovariană","ovar","ovariană","ovarii","ovarului","zonă","medulară","a","ovarului","","","","","","","",""
"567",12428,"folliculus ovaricus primordialis","folicul ovarian primordial","înfășura","folicul","folliculus","folicul","folicul","ovarian","primordial","","","","","","","","",""
"568",12428,"folliculus ovaricus primordialis","folicul ovarian primordial","ovaricus","ovarian","ovaricus","ovarian","folicul","ovarian","primordial","","","","","","","","",""
"569",12428,"folliculus ovaricus primordialis","folicul ovarian primordial","primar","primordial","primordialis","primordial","folicul","ovarian","primordial","","","","","","","","",""
"570",12435,"folliculus ovaricus primarius","folicul ovarian primar","înfășura","folicul","folliculus","folicul","folicul","ovarian","primar","","","","","","","","",""
"571",12435,"folliculus ovaricus primarius","folicul ovarian primar","ovaricus","ovarian","ovaricus","ovarian","folicul","ovarian","primar","","","","","","","","",""
"572",12435,"folliculus ovaricus primarius","folicul ovarian primar","primar","primar","primarius","primar","folicul","ovarian","primar","","","","","","","","",""
"573",12436,"zona pellucida","zona pellucida","zonă","zona","zona","zona","zona","pellucida","","","","","","","","","",""
"574",12436,"zona pellucida","zona pellucida","transparent","pellucida","pellucida","pellucida","zona","pellucida","","","","","","","","","",""
"575",12436,"capsula pellucida","zona pellucida","capsula","","capsula","zona","zona","pellucida","","","","","","","","","",""
"576",12436,"capsula pellucida","zona pellucida","transparent","","pellucida","pellucida","zona","pellucida","","","","","","","","","",""
"577",12440,"folliculus ovaricus secundarius","folicul ovarian antral","înfășura","folicul","folliculus","folicul","folicul","ovarian","secundar","folicul","ovarian","antral","folicul","ovarian","cavitar","","",""
"578",12440,"folliculus ovaricus secundarius","folicul ovarian antral","ovaricus","ovarian","ovaricus","ovarian","folicul","ovarian","secundar","folicul","ovarian","antral","folicul","ovarian","cavitar","","",""
"579",12440,"folliculus ovaricus secundarius","folicul ovarian antral","secundar","antral","secundarius","antral","folicul","ovarian","secundar","folicul","ovarian","antral","folicul","ovarian","cavitar","","",""
"580",12444,"theca folliculi","teacă foliculară","caz","teacă","theca","teacă","teacă","foliculară","","","","","","","","","",""
"581",12444,"theca folliculi","teacă foliculară","coji","foliculară","folliculi","foliculară","teacă","foliculară","","","","","","","","","",""
"582",12448,"epitheliocytus granularis","celulă foliculară","epitheliocytus","","epitheliocytus","celulă","celulă","granuloasă","celulă","foliculară","","","","","","","",""
"583",12448,"epitheliocytus granularis","celulă foliculară","granular","","granularis","granuloasă","celulă","granuloasă","celulă","foliculară","","","","","","","",""
"584",12448,"folliculocytus granularis","celulă foliculară","folliculocytus","celulă foliculară","folliculocytus","foliculară","celulă","granuloasă","celulă","foliculară","","","","","","","",""
"585",12448,"folliculocytus granularis","celulă foliculară","granular","","granularis","granuloasă","celulă","granuloasă","celulă","foliculară","","","","","","","",""
"586",12450,"antrum folliculare","cavitate foliculară","pestera","cavitate","antrum","antru","antru","folicular","","","","","","","","","",""
"587",12450,"antrum folliculare","cavitate foliculară","folicular","foliculară","folliculare","folicular","antru","folicular","","","","","","","","","",""
"588",12451,"liquor follicularis","lichid folicular","lichidul","lichid","liquor","lichid","lichid","folicular","","","","","","","","","",""
"589",12451,"liquor follicularis","lichid folicular","celulă","folicular","follicularis","folicular","lichid","folicular","","","","","","","","","",""
"590",12458,"folliculus ovaricus maturus","folicul de Graaf","înfășura","folicul","folliculus","folicul","folicul","ovarian","matur","folicul","preovulator","folicul","de","Graaf","","","",""
"591",12458,"folliculus ovaricus maturus","folicul de Graaf","ovaricus","ovarian","ovaricus","ovarian","folicul","ovarian","matur","folicul","preovulator","folicul","de","Graaf","","","",""
"592",12458,"folliculus ovaricus maturus","folicul de Graaf","matur","matur","maturus","matur","folicul","ovarian","matur","folicul","preovulator","folicul","de","Graaf","","","",""
"593",12459,"cumulus oophorus","cumulus oophorus","acumulare","cumulus","cumulus","cumulus","cumulus","oophorus","disc","proliger","","","","","","","",""
"594",12459,"cumulus oophorus","cumulus oophorus","oophorus","oophorus","oophorus","oophorus","cumulus","oophorus","disc","proliger","","","","","","","",""
"595",12460,"corona radiata","corona radiata","coroană","corona","corona","corona","corona","radiata","","","","","","","","","",""
"596",12460,"corona radiata","corona radiata","radia","radiata","radiata","radiata","corona","radiata","","","","","","","","","",""
"597",12461,"oocytus secundarius","ovocit secundar","oocytus","ovocit","oocytus","ovocit","ovocit","secundar","","","","","","","","","",""
"598",12461,"oocytus secundarius","ovocit secundar","secundar","secundar","secundarius","secundar","ovocit","secundar","","","","","","","","","",""
"599",12462,"stigma folliculare","stigmă foliculară","stigmat","stigmă","stigma","stigmă","stigmat","folicular","stigmă","","","","","","","","",""
"600",12462,"stigma folliculare","stigmă foliculară","folicular","foliculară","folliculare","folicular","stigmat","folicular","stigmă","","","","","","","","",""
"601",12465,"corpus luteum","corp galben","corp","corp","corpus","corp","corp","galben","","","","","","","","","",""
"602",12465,"corpus luteum","corp galben","galben","galben","luteum","galben","corp","galben","","","","","","","","","",""
"603",12469,"granulosoluteocytus","celulă granuloasă luteală","granulosoluteocytus","celulă granuloasă luteală","granulosoluteocytus","celulă","celulă","granuloasă","luteală","","","","","","","","",""
"604",12470,"thecaluteocytus","celulă luteală tecală","thecaluteocytus","celulă luteală tecală","thecaluteocytus","celulă","celulă","luteală","tecală","","","","","","","","",""
"605",12472,"corpus albicans","corp albicans","corp","corp","corpus","corp","corp","alb","","","","","","","","","",""
"606",12472,"corpus albicans","corp albicans","albicans","albicans","albicans","alb","corp","alb","","","","","","","","","",""
"607",12485,"corpus polare primum","prim globul polar","corp","globul","corpus","corp","prim","globul","polar","prim","corp","polar","","","","","",""
"608",12485,"corpus polare primum","prim globul polar","polar","polar","polare","polar","prim","globul","polar","prim","corp","polar","","","","","",""
"609",12485,"corpus polare primum","prim globul polar","în primul rând","prim","primum","prim","prim","globul","polar","prim","corp","polar","","","","","",""
"610",12485,"polocytus primus","prim globul polar","polocytus","","polocytus","prim","prim","globul","polar","prim","corp","polar","","","","","",""
"611",12485,"polocytus primus","prim globul polar","în primul rând","","primus","prim","prim","globul","polar","prim","corp","polar","","","","","",""
"612",12613,"tunica albuginea","albuginee","mantie","","tunica","tunică","tunică","albuginee","","","","","","","","","",""
"613",12613,"tunica albuginea","albuginee","albuginea","albuginee","albuginea","albuginee","tunică","albuginee","","","","","","","","","",""
"614",12628,"zonula occludens","joncțiune strânsă","brâu mic","joncțiune","zonula","joncțiune","joncțiune","de","ocluzie","joncțiune","strânsă","joncțiune","ocluzivă","","","","",""
"615",12628,"zonula occludens","joncțiune strânsă","închide","strânsă","occludens","strânsă","joncțiune","de","ocluzie","joncțiune","strânsă","joncțiune","ocluzivă","","","","",""
"616",12721,"textus muscularis levis","țesut muscular neted","text","țesut","textus","neted","țesut","muscular","neted","","","","","","","","",""
"617",12721,"textus muscularis levis","țesut muscular neted","muscular","muscular","muscularis","muscular","țesut","muscular","neted","","","","","","","","",""
"618",12721,"textus muscularis levis","țesut muscular neted","lumina","neted","levis","neted","țesut","muscular","neted","","","","","","","","",""
"619",12764,"granulum lipofuscini","granulă de lipofuscină","granulă","granulă","granulum","granulă","granulă","de","lipofuscină","","","","","","","","",""
"620",12764,"granulum lipofuscini","granulă de lipofuscină","lipofuscini","lipofuscină","lipofuscini","lipofuscină","granulă","de","lipofuscină","","","","","","","","",""
"621",12808,"stroma","stromă","stroma","stromă","stroma","stromă","stromă","","","","","","","","","","",""
"622",12818,"penis","penis","penis","penis","penis","penis","penis","","","","","","","","","","",""
"623",12827,"corpus cavernosum penis","corp cavernos al penisului","corp","corp","corpus","corp","corp","cavernos","al","penisului","","","","","","","",""
"624",12827,"corpus cavernosum penis","corp cavernos al penisului","cavernos","cavernos","cavernosum","cavernos","corp","cavernos","al","penisului","","","","","","","",""
"625",12827,"corpus cavernosum penis","corp cavernos al penisului","penis","al penisului","penis","penisului","corp","cavernos","al","penisului","","","","","","","",""
