"","term_id","oTerms","nTerms","base","oWords","matchWords","c..celulă....nucleu....citoplasmă....citosol....citosol....citosol...","c..............................................multinucleată...","c......................................................primordială...","c.............................................................","c..............................................................1"
"542",12161,"cartilagines tracheales","cartilaje ale traheei","tracheales","tracheales","traheei","cartilaje","ale","traheei","",""
"543",12163,"tunica adventitia","adventice","mantie","tunica","adventice","adventice","","","",""
"544",12163,"tunica adventitia","adventice","întâmplător","adventitia","","adventice","","","",""
"545",12165,"bronchus","bronhie","bronhiile","bronchus","bronhie","bronhie","","","",""
"546",12180,"bronchiolus","bronhiolă","bronhiolă","bronchiolus","bronhiolă","bronhiolă","","","",""
"547",12213,"fibra collageni","fibră de colagen","fibră","fibra","fibră","fibră","de","colagen","",""
"548",12213,"fibra collageni","fibră de colagen","colagenul","collageni","colagen","fibră","de","colagen","",""
"549",12233,"systema urinarium","sistem urinar","sistem","systema","sistem","sistem","urinar","","",""
"550",12233,"systema urinarium","sistem urinar","neer ren","urinarium","","sistem","urinar","","",""
"551",12296,"diaphragma rimae","diafragm al fantei de filtrare","diafragmă","diaphragma","diafragm","diafragm","al","fantei","de","filtrare"
"552",12296,"diaphragma rimae","diafragm al fantei de filtrare","crăpătură","rimae","","diafragm","al","fantei","de","filtrare"
"553",12356,"a. interlobaris","arteră interlobară","o.","a.","interlobară","arteră","interlobară","","",""
"554",12356,"a. interlobaris","arteră interlobară","interlobaris","interlobaris","interlobară","arteră","interlobară","","",""
"555",12414,"systemata genitalia","sisteme genitale","sisteme","systemata","genitale","sisteme","genitale","","",""
"556",12414,"systemata genitalia","sisteme genitale","organele genitale","genitalia","genitale","sisteme","genitale","","",""
"557",12418,"ovarium","ovar","ovar","ovarium","ovar","ovar","","","",""
"558",12421,"tunica albuginea ovarii","albuginee","mantie","tunica","","albuginee","","","",""
"559",12421,"tunica albuginea ovarii","albuginee","albuginea","albuginea","albuginee","albuginee","","","",""
"560",12421,"tunica albuginea ovarii","albuginee","ovar","ovarii","","albuginee","","","",""
"561",12422,"cortex ovarii","corticală ovariană","cortexul","cortex","corticală","corticală","ovariană","","",""
"562",12422,"cortex ovarii","corticală ovariană","ovar","ovarii","ovariană","corticală","ovariană","","",""
"563",12423,"stroma ovarii","stromă ovariană","stroma","stroma","stromă","stromă","ovariană","","",""
"564",12423,"stroma ovarii","stromă ovariană","ovar","ovarii","ovariană","stromă","ovariană","","",""
"565",12425,"medulla ovarii","medulară ovariană","măduvă","medulla","medulară","medulară","ovariană","","",""
"566",12425,"medulla ovarii","medulară ovariană","ovar","ovarii","ovariană","medulară","ovariană","","",""
"567",12428,"folliculus ovaricus primordialis","folicul ovarian primordial","înfășura","folliculus","","folicul","ovarian","primordial","",""
"568",12428,"folliculus ovaricus primordialis","folicul ovarian primordial","ovaricus","ovaricus","ovarian","folicul","ovarian","primordial","",""
"569",12428,"folliculus ovaricus primordialis","folicul ovarian primordial","primar","primordialis","primordial","folicul","ovarian","primordial","",""
"570",12435,"folliculus ovaricus primarius","folicul ovarian primar","înfășura","folliculus","","folicul","ovarian","primar","",""
"571",12435,"folliculus ovaricus primarius","folicul ovarian primar","ovaricus","ovaricus","ovarian","folicul","ovarian","primar","",""
"572",12435,"folliculus ovaricus primarius","folicul ovarian primar","primar","primarius","primar","folicul","ovarian","primar","",""
"573",12436,"zona pellucida","zona pellucida","zonă","zona","zona","zona","pellucida","","",""
"574",12436,"zona pellucida","zona pellucida","transparent","pellucida","","zona","pellucida","","",""
"575",12436,"capsula pellucida","zona pellucida","capsula","capsula","","zona","pellucida","","",""
"576",12436,"capsula pellucida","zona pellucida","transparent","pellucida","","zona","pellucida","","",""
"577",12440,"folliculus ovaricus secundarius","folicul ovarian antral","înfășura","folliculus","","folicul","ovarian","antral","",""
"578",12440,"folliculus ovaricus secundarius","folicul ovarian antral","ovaricus","ovaricus","ovarian","folicul","ovarian","antral","",""
"579",12440,"folliculus ovaricus secundarius","folicul ovarian antral","secundar","secundarius","","folicul","ovarian","antral","",""
"580",12444,"theca folliculi","teacă foliculară","caz","theca","foliculară","teacă","foliculară","","",""
"581",12444,"theca folliculi","teacă foliculară","coji","folliculi","foliculară","teacă","foliculară","","",""
"582",12448,"epitheliocytus granularis","celulă foliculară","epitheliocytus","epitheliocytus","","celulă","foliculară","","",""
"583",12448,"epitheliocytus granularis","celulă foliculară","granular","granularis","foliculară","celulă","foliculară","","",""
"584",12448,"folliculocytus granularis","celulă foliculară","folliculocytus","folliculocytus","foliculară","celulă","foliculară","","",""
"585",12448,"folliculocytus granularis","celulă foliculară","granular","granularis","foliculară","celulă","foliculară","","",""
"586",12450,"antrum folliculare","cavitate foliculară","pestera","antrum","","cavitate","foliculară","","",""
"587",12450,"antrum folliculare","cavitate foliculară","folicular","folliculare","foliculară","cavitate","foliculară","","",""
"588",12451,"liquor follicularis","lichid folicular","lichidul","liquor","folicular","lichid","folicular","","",""
"589",12451,"liquor follicularis","lichid folicular","celulă","follicularis","folicular","lichid","folicular","","",""
"590",12458,"folliculus ovaricus maturus","folicul de Graaf","înfășura","folliculus","","folicul","de","Graaf","",""
"591",12458,"folliculus ovaricus maturus","folicul de Graaf","ovaricus","ovaricus","folicul","folicul","de","Graaf","",""
"592",12458,"folliculus ovaricus maturus","folicul de Graaf","matur","maturus","","folicul","de","Graaf","",""
"593",12459,"cumulus oophorus","cumulus oophorus","acumulare","cumulus","cumulus","cumulus","oophorus","","",""
"594",12459,"cumulus oophorus","cumulus oophorus","oophorus","oophorus","oophorus","cumulus","oophorus","","",""
"595",12460,"corona radiata","corona radiata","coroană","corona","corona","corona","radiata","","",""
"596",12460,"corona radiata","corona radiata","radia","radiata","radiata","corona","radiata","","",""
"597",12461,"oocytus secundarius","ovocit secundar","oocytus","oocytus","ovocit","ovocit","secundar","","",""
"598",12461,"oocytus secundarius","ovocit secundar","secundar","secundarius","secundar","ovocit","secundar","","",""
"599",12462,"stigma folliculare","stigmă foliculară","stigmat","stigma","stigmă","stigmă","foliculară","","",""
"600",12462,"stigma folliculare","stigmă foliculară","folicular","folliculare","foliculară","stigmă","foliculară","","",""
"601",12465,"corpus luteum","corp galben","corp","corpus","corp","corp","galben","","",""
"602",12465,"corpus luteum","corp galben","galben","luteum","galben","corp","galben","","",""
"603",12469,"granulosoluteocytus","celulă granuloasă luteală","granulosoluteocytus","granulosoluteocytus","","celulă","granuloasă","luteală","",""
"604",12470,"thecaluteocytus","celulă luteală tecală","thecaluteocytus","thecaluteocytus","","celulă","luteală","tecală","",""
"605",12472,"corpus albicans","corp albicans","corp","corpus","corp","corp","albicans","","",""
"606",12472,"corpus albicans","corp albicans","albicans","albicans","albicans","corp","albicans","","",""
"607",12485,"corpus polare primum","prim globul polar","corp","corpus","","prim","globul","polar","",""
"608",12485,"corpus polare primum","prim globul polar","polar","polare","polar","prim","globul","polar","",""
"609",12485,"corpus polare primum","prim globul polar","în primul rând","primum","","prim","globul","polar","",""
"610",12485,"polocytus primus","prim globul polar","polocytus","polocytus","","prim","globul","polar","",""
"611",12485,"polocytus primus","prim globul polar","în primul rând","primus","","prim","globul","polar","",""
"612",12613,"tunica albuginea","albuginee","mantie","tunica","","albuginee","","","",""
"613",12613,"tunica albuginea","albuginee","albuginea","albuginea","albuginee","albuginee","","","",""
"614",12628,"zonula occludens","joncțiune strânsă","brâu mic","zonula","","joncțiune","strânsă","","",""
"615",12628,"zonula occludens","joncțiune strânsă","închide","occludens","joncțiune","joncțiune","strânsă","","",""
"616",12721,"textus muscularis levis","țesut muscular neted","text","textus","neted","țesut","muscular","neted","",""
"617",12721,"textus muscularis levis","țesut muscular neted","muscular","muscularis","muscular","țesut","muscular","neted","",""
"618",12721,"textus muscularis levis","țesut muscular neted","lumina","levis","","țesut","muscular","neted","",""
"619",12764,"granulum lipofuscini","granulă de lipofuscină","granulă","granulum","granulă","granulă","de","lipofuscină","",""
"620",12764,"granulum lipofuscini","granulă de lipofuscină","lipofuscini","lipofuscini","lipofuscină","granulă","de","lipofuscină","",""
"621",12808,"stroma","stromă","stroma","stroma","stromă","stromă","","","",""
"622",12818,"penis","penis","penis","penis","penis","penis","","","",""
"623",12827,"corpus cavernosum penis","corp cavernos al penisului","corp","corpus","corp","corp","cavernos","al","penisului",""
"624",12827,"corpus cavernosum penis","corp cavernos al penisului","cavernos","cavernosum","cavernos","corp","cavernos","al","penisului",""
"625",12827,"corpus cavernosum penis","corp cavernos al penisului","penis","penis","penisului","corp","cavernos","al","penisului",""
"626",12828,"tunica albuginea corporis cavernosi","albuginee a corpului cavernos","mantie","tunica","","albuginee","a","corpului","cavernos",""
"627",12828,"tunica albuginea corporis cavernosi","albuginee a corpului cavernos","albuginea","albuginea","albuginee","albuginee","a","corpului","cavernos",""
"628",12828,"tunica albuginea corporis cavernosi","albuginee a corpului cavernos","corp","corporis","corpului","albuginee","a","corpului","cavernos",""
"629",12828,"tunica albuginea corporis cavernosi","albuginee a corpului cavernos","cavernos","cavernosi","cavernos","albuginee","a","corpului","cavernos",""
"630",12831,"fibroblastus","fibroblast","fibroblaste","fibroblastus","fibroblast","fibroblast","","","",""
"631",12835,"corpus spongiosum penis","corp cavernos al uretrei","corp","corpus","corp","corp","cavernos","al","uretrei",""
"632",12835,"corpus spongiosum penis","corp cavernos al uretrei","spongios","spongiosum","","corp","cavernos","al","uretrei",""
"633",12835,"corpus spongiosum penis","corp cavernos al uretrei","penis","penis","uretrei","corp","cavernos","al","uretrei",""
"634",12836,"tunica albuginea corporis spongiosi","albuginee a corpului spongios","mantie","tunica","","albuginee","a","corpului","spongios",""
"635",12836,"tunica albuginea corporis spongiosi","albuginee a corpului spongios","albuginea","albuginea","albuginee","albuginee","a","corpului","spongios",""
"636",12836,"tunica albuginea corporis spongiosi","albuginee a corpului spongios","corp","corporis","corpului","albuginee","a","corpului","spongios",""
"637",12836,"tunica albuginea corporis spongiosi","albuginee a corpului spongios","burete","spongiosi","albuginee","albuginee","a","corpului","spongios",""
"638",12914,"infundibulum","infundibul","pâlnie","infundibulum","","infundibul","","","",""
"639",12916,"eminentia mediana","eminență mediană","grad ridicat de","eminentia","","eminență","mediană","","",""
"640",12916,"eminentia mediana","eminență mediană","mediana","mediana","mediană","eminență","mediană","","",""
"641",12922,"ependymocytus","celulă ependimară","ependymocytus","ependymocytus","ependimară","celulă","ependimară","","",""
"642",12924,"neurofibra non myelinata","fibră nervoasă amielinică","neurofibra","neurofibra","","fibră","nervoasă","amielinică","",""
"643",12924,"neurofibra non myelinata","fibră nervoasă amielinică","nu","non","amielinică","fibră","nervoasă","amielinică","",""
"644",12924,"neurofibra non myelinata","fibră nervoasă amielinică","myelinata","myelinata","amielinică","fibră","nervoasă","amielinică","",""
"645",12944,"glandula pinealis","glandă pineală","glandă","glandula","glandă","glandă","pineală","","",""
"646",12944,"glandula pinealis","glandă pineală","pineala","pinealis","pineală","glandă","pineală","","",""
"647",12944,"corpus pineale","glandă pineală","corp","corpus","","glandă","pineală","","",""
"648",12944,"corpus pineale","glandă pineală","pineala","pineale","pineală","glandă","pineală","","",""
"649",12945,"pinealocytus","pinealocit","pinealocytus","pinealocytus","pinealocit","pinealocit","","","",""
"650",12945,"endocrinocytus pinealis","pinealocit","endocrinocytus","endocrinocytus","","pinealocit","","","",""
"651",12945,"endocrinocytus pinealis","pinealocit","pineala","pinealis","pinealocit","pinealocit","","","",""
"652",12946,"astrocytus","astrocit","astrocytus","astrocytus","astrocit","astrocit","","","",""
"653",12948,"neurofibra non myelinata","fibră nervoasă amielinică","neurofibra","neurofibra","","fibră","nervoasă","amielinică","",""
"654",12948,"neurofibra non myelinata","fibră nervoasă amielinică","nu","non","amielinică","fibră","nervoasă","amielinică","",""
"655",12948,"neurofibra non myelinata","fibră nervoasă amielinică","myelinata","myelinata","amielinică","fibră","nervoasă","amielinică","",""
"656",12965,"glandula parathyroidea","glandă paratiroidă","glandă","glandula","glandă","glandă","paratiroidă","","",""
"657",12965,"glandula parathyroidea","glandă paratiroidă","parathyroidea","parathyroidea","paratiroidă","glandă","paratiroidă","","",""
"658",12967,"parathyrocytus endocrinus lucidus","celulă principală","parathyrocytus","parathyrocytus","","celulă","principală","","",""
"659",12967,"parathyrocytus endocrinus lucidus","celulă principală","endocrin","endocrinus","","celulă","principală","","",""
"660",12967,"parathyrocytus endocrinus lucidus","celulă principală","clar","lucidus","","celulă","principală","","",""
"661",12969,"parathyrocytus oxyphilicus","celulă oxifilă","parathyrocytus","parathyrocytus","","celulă","oxifilă","","",""
"662",12969,"parathyrocytus oxyphilicus","celulă oxifilă","oxyphilicus","oxyphilicus","","celulă","oxifilă","","",""
"663",12974,"cortex","corticosuprarenală","cortexul","cortex","corticosuprarenală","corticosuprarenală","","","",""
"664",12981,"corticosterocytus spongiosus","spongiocit","corticosterocytus","corticosterocytus","","spongiocit","","","",""
"665",12981,"corticosterocytus spongiosus","spongiocit","spongios","spongiosus","spongiocit","spongiocit","","","",""
"666",12983,"medulla","medulosuprarenală","măduvă","medulla","medulosuprarenală","medulosuprarenală","","","",""
"667",12990,"insula pancreatica","insulă pancreatică","insulă","insula","insulă","insulă","pancreatică","","",""
"668",12990,"insula pancreatica","insulă pancreatică","pancreatic","pancreatica","pancreatică","insulă","pancreatică","","",""
"669",12999,"glomus caroticum","corp carotidian","masa","glomus","","corp","carotidian","","",""
"670",12999,"glomus caroticum","corp carotidian","carotida","caroticum","carotidian","corp","carotidian","","",""
"671",13050,"nodus sinuatrialis","nodul sinoatrial","nodul","nodus","sinoatrial","nodul","sinoatrial","","",""
"672",13050,"nodus sinuatrialis","nodul sinoatrial","sinuatrialis","sinuatrialis","sinoatrial","nodul","sinoatrial","","",""
"673",13052,"nodus atrioventricularis","nodul atrioventricular","nodul","nodus","atrioventricular","nodul","atrioventricular","","",""
"674",13052,"nodus atrioventricularis","nodul atrioventricular","atriovcntricular","atrioventricularis","atrioventricular","nodul","atrioventricular","","",""
"675",13071,"vasa sanguinea et lymphatica","vase sangvine și limfatice","vase","vasa","sangvine","vase","sangvine","și","limfatice",""
"676",13071,"vasa sanguinea et lymphatica","vase sangvine și limfatice","sânge","sanguinea","sangvine","vase","sangvine","și","limfatice",""
"677",13071,"vasa sanguinea et lymphatica","vase sangvine și limfatice","și","et","limfatice","vase","sangvine","și","limfatice",""
"678",13071,"vasa sanguinea et lymphatica","vase sangvine și limfatice","limfatica","lymphatica","limfatice","vase","sangvine","și","limfatice",""
"679",13081,"arteria","arteră","arteră","arteria","arteră","arteră","","","",""
"680",13082,"tunica intima","intimă","mantie","tunica","intimă","intimă","","","",""
"681",13082,"tunica intima","intimă","cel mai intim","intima","","intimă","","","",""
"682",13082,"tunica interna","intimă","mantie","tunica","intimă","intimă","","","",""
"683",13082,"tunica interna","intimă","intern","interna","intimă","intimă","","","",""
"684",13083,"endothelium vasculare","endoteliu vascular","endoteliul","endothelium","endoteliu","endoteliu","vascular","","",""
"685",13083,"endothelium vasculare","endoteliu vascular","vasculare","vasculare","vascular","endoteliu","vascular","","",""
"686",13104,"vas capillare","capilar","vas","vas","capilar","capilar","","","",""
"687",13104,"vas capillare","capilar","scapulo","capillare","capilar","capilar","","","",""
"688",13109,"pericytus","pericit","pericytus","pericytus","pericit","pericit","","","",""
"689",13155,"vas lymphocapillare","capilar limfatic","vas","vas","limfatic","capilar","limfatic","","",""
"690",13155,"vas lymphocapillare","capilar limfatic","lymphocapillare","lymphocapillare","capilar","capilar","limfatic","","",""
"691",13178,"textus lymphoideus","țesut limfoid","text","textus","","țesut","limfoid","","",""
"692",13178,"textus lymphoideus","țesut limfoid","lymphoideus","lymphoideus","limfoid","țesut","limfoid","","",""
"693",13180,"cellula dendritica nodularis","celulă dendritică foliculară","celulă","cellula","foliculară","celulă","dendritică","foliculară","",""
"694",13180,"cellula dendritica nodularis","celulă dendritică foliculară","dendritic","dendritica","dendritică","celulă","dendritică","foliculară","",""
"695",13180,"cellula dendritica nodularis","celulă dendritică foliculară","nodular","nodularis","foliculară","celulă","dendritică","foliculară","",""
"696",13183,"thymus","timus","timus","thymus","timus","timus","","","",""
"697",13209,"cellula t adjuvans","limfocit T helper","celulă","cellula","","limfocit","T","helper","",""
"698",13209,"cellula t adjuvans","limfocit T helper","t","t","","limfocit","T","helper","",""
"699",13209,"cellula t adjuvans","limfocit T helper","ajuta","adjuvans","","limfocit","T","helper","",""
"700",13243,"textus lymphoideus adjunctus broncho","țesut limfoid asociat bronşiilor","text","textus","","țesut","limfoid","asociat","bronşiilor",""
"701",13243,"textus lymphoideus adjunctus broncho","țesut limfoid asociat bronşiilor","lymphoideus","lymphoideus","limfoid","țesut","limfoid","asociat","bronşiilor",""
"702",13243,"textus lymphoideus adjunctus broncho","țesut limfoid asociat bronşiilor","legat","adjunctus","asociat","țesut","limfoid","asociat","bronşiilor",""
"703",13243,"textus lymphoideus adjunctus broncho","țesut limfoid asociat bronşiilor","bronhiile","broncho","bronşiilor","țesut","limfoid","asociat","bronşiilor",""
"704",13245,"textus lymphoideus adjunctus mucosae","țesut limfoid asociat mucoaselor","text","textus","","țesut","limfoid","asociat","mucoaselor",""
"705",13245,"textus lymphoideus adjunctus mucosae","țesut limfoid asociat mucoaselor","lymphoideus","lymphoideus","limfoid","țesut","limfoid","asociat","mucoaselor",""
"706",13245,"textus lymphoideus adjunctus mucosae","țesut limfoid asociat mucoaselor","legat","adjunctus","asociat","țesut","limfoid","asociat","mucoaselor",""
"707",13245,"textus lymphoideus adjunctus mucosae","țesut limfoid asociat mucoaselor","mucos","mucosae","mucoaselor","țesut","limfoid","asociat","mucoaselor",""
"708",13251,"nodus lymphoideus","ganglion limfatic","nodul","nodus","ganglion","ganglion","limfatic","","",""
"709",13251,"nodus lymphoideus","ganglion limfatic","lymphoideus","lymphoideus","","ganglion","limfatic","","",""
"710",13251,"nodus lymphaticus: lymphonodus","ganglion limfatic","nodul","nodus","ganglion","ganglion","limfatic","","",""
"711",13251,"nodus lymphaticus: lymphonodus","ganglion limfatic","frenetică:","lymphaticus:","","ganglion","limfatic","","",""
"712",13251,"nodus lymphaticus: lymphonodus","ganglion limfatic","ganglionii limfatici","lymphonodus","","ganglion","limfatic","","",""
"713",13257,"cortex","corticală","cortexul","cortex","corticală","corticală","","","",""
"714",13263,"sinus marginalis","sinus subcapsular","golf","sinus","","sinus","subcapsular","","",""
"715",13263,"sinus marginalis","sinus subcapsular","marginal","marginalis","","sinus","subcapsular","","",""
"716",13263,"sinus subcapsularis","sinus subcapsular","golf","sinus","","sinus","subcapsular","","",""
"717",13263,"sinus subcapsularis","sinus subcapsular","subcapsularis","subcapsularis","subcapsular","sinus","subcapsular","","",""
"718",13264,"sinus internodularis","sinus intermediar","golf","sinus","","sinus","intermediar","","",""
"719",13264,"sinus internodularis","sinus intermediar","internodularis","internodularis","intermediar","sinus","intermediar","","",""
"720",13271,"sinus lymphaticus medullaris","sinus medular","golf","sinus","","sinus","medular","","",""
"721",13271,"sinus lymphaticus medullaris","sinus medular","wood","lymphaticus","","sinus","medular","","",""
"722",13271,"sinus lymphaticus medullaris","sinus medular","medular","medullaris","medular","sinus","medular","","",""
"723",13283,"trabecula splenica","trabecul splenic","mic beam","trabecula","","trabecul","splenic","","",""
"724",13283,"trabecula splenica","trabecul splenic","melancolic","splenica","","trabecul","splenic","","",""
"725",13286,"pulpa alba","pulpă albă","pulpă","pulpa","albă","pulpă","albă","","",""
"726",13286,"pulpa alba","pulpă albă","alb","alba","albă","pulpă","albă","","",""
"727",13287,"zona marginalis pulpae albae","zonă marginală a pulpei albe","zonă","zona","zonă","zonă","marginală","a","pulpei","albe"
"728",13287,"zona marginalis pulpae albae","zonă marginală a pulpei albe","marginal","marginalis","marginală","zonă","marginală","a","pulpei","albe"
"729",13287,"zona marginalis pulpae albae","zonă marginală a pulpei albe","pulpă","pulpae","pulpei","zonă","marginală","a","pulpei","albe"
"730",13287,"zona marginalis pulpae albae","zonă marginală a pulpei albe","alb","albae","albe","zonă","marginală","a","pulpei","albe"
"731",13290,"nodulus lymphoideus splenicus","folicul limfoid splenic","noduli","nodulus","folicul","folicul","limfoid","splenic","",""
"732",13290,"nodulus lymphoideus splenicus","folicul limfoid splenic","lymphoideus","lymphoideus","limfoid","folicul","limfoid","splenic","",""
"733",13290,"nodulus lymphoideus splenicus","folicul limfoid splenic","splenic","splenicus","splenic","folicul","limfoid","splenic","",""
"734",13292,"pulpa rubra","pulpă roșie","pulpă","pulpa","pulpă","pulpă","roșie","","",""
"735",13292,"pulpa rubra","pulpă roșie","roșu","rubra","roșie","pulpă","roșie","","",""
"736",13295,"arteriola penicillaris","arteriolă penicilată","arteră","arteriola","penicilată","arteriolă","penicilată","","",""
"737",13295,"arteriola penicillaris","arteriolă penicilată","penicillaris","penicillaris","penicilată","arteriolă","penicilată","","",""
"738",13302,"chorda splenica","cordon Billroth","șir","chorda","Billroth","cordon","Billroth","","",""
"739",13302,"chorda splenica","cordon Billroth","melancolic","splenica","","cordon","Billroth","","",""
"740",13305,"tonsilla","amigdală","amigdalele","tonsilla","amigdală","amigdală","","","",""
"741",13306,"systema nervosum","sistem nervos","sistem","systema","sistem","sistem","nervos","","",""
"742",13306,"systema nervosum","sistem nervos","nervos","nervosum","nervos","sistem","nervos","","",""
"743",13307,"pars centralis","sistem nervos central","de","pars","central","sistem","nervos","central","",""
"744",13307,"pars centralis","sistem nervos central","central","centralis","central","sistem","nervos","central","",""
"745",13307,"systema nervosum centrale","sistem nervos central","sistem","systema","sistem","sistem","nervos","central","",""
"746",13307,"systema nervosum centrale","sistem nervos central","nervos","nervosum","nervos","sistem","nervos","central","",""
"747",13307,"systema nervosum centrale","sistem nervos central","central","centrale","central","sistem","nervos","central","",""
"748",13308,"substantia grisea","substanță cenușie","substanță","substantia","substanță","substanță","cenușie","","",""
"749",13308,"substantia grisea","substanță cenușie","gri","grisea","cenușie","substanță","cenușie","","",""
"750",13309,"substantia alba","substanță albă","substanță","substantia","substanță","substanță","albă","","",""
"751",13309,"substantia alba","substanță albă","alb","alba","albă","substanță","albă","","",""
"752",13312,"claustrum hematoencephalicum","barieră hematoencefalică","mănăstire","claustrum","","barieră","hematoencefalică","","",""
"753",13312,"claustrum hematoencephalicum","barieră hematoencefalică","hematoencephalicum","hematoencephalicum","hematoencefalică","barieră","hematoencefalică","","",""
"754",13313,"claustrum hematoliquorosum","barieră sânge-lichid cerebrospinal","mănăstire","claustrum","","barieră","sânge-lichid","cerebrospinal","",""
"755",13313,"claustrum hematoliquorosum","barieră sânge-lichid cerebrospinal","hematoliquorosum","hematoliquorosum","","barieră","sânge-lichid","cerebrospinal","",""
"756",13325,"meninges","meninge","meninge","meninges","meninge","meninge","","","",""
"757",13326,"pachymeninx","dura mater","pachymeninx","pachymeninx","","dura","mater","","",""
"758",13326,"dura mater","dura mater","greu","dura","","dura","mater","","",""
"759",13326,"dura mater","dura mater","mamă","mater","mater","dura","mater","","",""
"760",13335,"arachnoidea mater","arahnoidă","arachnoid","arachnoidea","arahnoidă","arahnoidă","","","",""
"761",13335,"arachnoidea mater","arahnoidă","mamă","mater","","arahnoidă","","","",""
"762",13337,"spatium subarachnoideum","spațiu subarahnoidian","spațiu","spatium","spațiu","spațiu","subarahnoidian","","",""
"763",13337,"spatium subarachnoideum","spațiu subarahnoidian","subarachnoideum","subarachnoideum","subarahnoidian","spațiu","subarahnoidian","","",""
"764",13337,"spatium leptomeningeum","spațiu subarahnoidian","spațiu","spatium","spațiu","spațiu","subarahnoidian","","",""
"765",13337,"spatium leptomeningeum","spațiu subarahnoidian","leptomeningeum","leptomeningeum","","spațiu","subarahnoidian","","",""
"766",13342,"villus arachnoideus","vil arahnoidian","villus","villus","vil","vil","arahnoidian","","",""
"767",13342,"villus arachnoideus","vil arahnoidian","arachnoid","arachnoideus","arahnoidian","vil","arahnoidian","","",""
"768",13354,"pia mater","pia mater","pios","pia","pia","pia","mater","","",""
"769",13354,"pia mater","pia mater","mamă","mater","mater","pia","mater","","",""
"770",13361,"plexus choroideus","plex coroid","plex","plexus","plex","plex","coroid","","",""
"771",13361,"plexus choroideus","plex coroid","coroid","choroideus","coroid","plex","coroid","","",""
"772",13368,"medulla spinalis","măduva spinării","măduvă","medulla","măduva","măduva","spinării","","",""
"773",13368,"medulla spinalis","măduva spinării","măduva spinării","spinalis","spinării","măduva","spinării","","",""
"774",13376,"encephalon","creier","encefal","encephalon","","creier","","","",""
"775",13389,"cerebellum","cerebel","creier","cerebellum","cerebel","cerebel","","","",""
"776",13391,"cortex cerebelli","cortex cerebelos","cortexul","cortex","cerebelos","cortex","cerebelos","","",""
"777",13391,"cortex cerebelli","cortex cerebelos","cerebel","cerebelli","cerebelos","cortex","cerebelos","","",""
"778",13392,"stratum granulosum","strat granular","pat","stratum","granular","strat","granular","","",""
"779",13392,"stratum granulosum","strat granular","granulozei","granulosum","granular","strat","granular","","",""
"780",13405,"neuron purkinjense","celulă Purkinje","neuron","neuron","","celulă","Purkinje","","",""
"781",13405,"neuron purkinjense","celulă Purkinje","purkinjense","purkinjense","Purkinje","celulă","Purkinje","","",""
"782",13406,"stratum moleculare","strat molecular","pat","stratum","molecular","strat","molecular","","",""
"783",13406,"stratum moleculare","strat molecular","molecular","moleculare","molecular","strat","molecular","","",""
"784",13410,"neuron corbiforme","celulă în coșuleț","neuron","neuron","","celulă","în","coșuleț","",""
"785",13410,"neuron corbiforme","celulă în coșuleț","corbiforme","corbiforme","","celulă","în","coșuleț","",""
"786",13410,"neuron corbiferum","celulă în coșuleț","neuron","neuron","","celulă","în","coșuleț","",""
"787",13410,"neuron corbiferum","celulă în coșuleț","corbiferum","corbiferum","","celulă","în","coșuleț","",""
"788",13436,"cortex cerebri","cortex cerebral","cortexul","cortex","cortex","cortex","cerebral","","",""
"789",13436,"cortex cerebri","cortex cerebral","creier","cerebri","cerebral","cortex","cerebral","","",""
"790",13459,"neuron corbiforme","celulă în coșuleț","neuron","neuron","","celulă","în","coșuleț","",""
"791",13459,"neuron corbiforme","celulă în coșuleț","corbiforme","corbiforme","","celulă","în","coșuleț","",""
"792",13494,"neuron corbiforme","celulă în coșuleț","neuron","neuron","","celulă","în","coșuleț","",""
"793",13494,"neuron corbiforme","celulă în coșuleț","corbiforme","corbiforme","","celulă","în","coșuleț","",""
"794",13494,"neuron corbiferum","celulă în coșuleț","neuron","neuron","","celulă","în","coșuleț","",""
"795",13494,"neuron corbiferum","celulă în coșuleț","corbiferum","corbiferum","","celulă","în","coșuleț","",""
"796",13503,"neuron pyramidale","celulă piramidală","neuron","neuron","","celulă","piramidală","","",""
"797",13503,"neuron pyramidale","celulă piramidală","piramidal","pyramidale","piramidală","celulă","piramidală","","",""
"798",13602,"pars peripherica","sistem nervos periferic","de","pars","periferic","sistem","nervos","periferic","",""
"799",13602,"pars peripherica","sistem nervos periferic","periferic","peripherica","periferic","sistem","nervos","periferic","",""
"800",13602,"systema nervosum periphericum","sistem nervos periferic","sistem","systema","sistem","sistem","nervos","periferic","",""
"801",13602,"systema nervosum periphericum","sistem nervos periferic","nervos","nervosum","nervos","sistem","nervos","periferic","",""
"802",13602,"systema nervosum periphericum","sistem nervos periferic","periferic","periphericum","periferic","sistem","nervos","periferic","",""
"803",13603,"nervus","nerv","nerv","nervus","nerv","nerv","","","",""
"804",13608,"neurofibra preganglionica","fibră nervoasă preganglionară","neurofibra","neurofibra","","fibră","nervoasă","preganglionară","",""
"805",13608,"neurofibra preganglionica","fibră nervoasă preganglionară","preganglionica","preganglionica","preganglionară","fibră","nervoasă","preganglionară","",""
"806",13609,"neurofibra postganglionica","fibră nervoasă postganglionară","neurofibra","neurofibra","","fibră","nervoasă","postganglionară","",""
